0,n,10,a barrel holding vinegar in which cucumbers are pickled,
123575,03305933,n,10,a farm that is irrigated and fertilized with raw sewage,"2314,2876"
123576,03306046,n,10,a system of sewers for carrying off liquid and solid sewage,
123577,03306252,n,10,a conduit that carries away sewage or surface water,"1707,2306"
123578,03306394,n,10,a main in a sewage system,2306
123580,03306765,n,10,a basket in which sewing materials can be stored,
123581,03306873,n,10,a set of articles used in sewing,1787
123582,03306962,n,10,a machine for sewing,"1787,2353"
123549,03302551,n,10,a long brightly-colored shawl; worn mainly by Mexican men,2875
150601,07571256,n,10,a dealer in sails and ropes and other supplies for sailing ships,2872
150602,07571382,n,10,a carpenter who helps build and launch wooden vessels,2516
123608,03310528,n,10,a long narrow shallow-draft boat with a flat bottom and a triangular sail; formerly used along the N Atlantic coast of the US,1942
123637,03314895,n,10,cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun,1781
123640,03315446,n,10,a thin varnish made by dissolving lac in ethanol; used to finish wood,2511
123584,03307245,n,10,a room set aside for sewing,2415
123761,03335042,n,10,a saddle for a woman; rider sits with both feet on the same side of the horse,"1948,2651"
123586,03307479,n,10,a ceramic or mural decoration made by scratching off a surface layer to reveal the ground,
123587,03307624,n,10,anything that restrains (especially something used to tie down or restrain a prisoner),
123589,03308030,n,10,something that protects from direct sunlight,
123590,03308216,n,10,a long rod or pole (especially the handle of an implement or the body of a weapon like a spear or arrow),
123591,03308408,n,10,a vertical passage into a mine,1946
123592,03308527,n,10,the vertical part of a column,2446
123593,03308627,n,10,a vertical passageway through a building (as for an elevator),2415
123595,03308900,n,10,a rug with long pile,2410
123596,03309012,n,10,a container used in shaking,1957
123597,03309146,n,10,soaps or detergents used for washing the hair,2371
123598,03309245,n,10,the part of the shoe connecting the heel and the wide part of the sole,"2871,2875"
123599,03309394,n,10,the round part of the bit by which it is held in the drill,"1787,2415"
123600,03309523,n,10,the part of a bolt between the thread and the head,
123601,03309644,n,10,the long narrow part of something,1942
123602,03309850,n,10,a heavy silk fabric with a rough surface (or a cotton imitation),1787
123603,03309969,n,10,a tool for shaping metal,2415
123604,03310070,n,10,a broken piece of a brittle artifact,
123605,03310195,n,10,a smooth crisp fabric,1787
123606,03310272,n,10,a long thin sewing needle with a sharp point,
123607,03310368,n,10,any implement that is used to make an edge sharper,1787
123609,03310707,n,10,a fast schooner once used by New England fisherman for illegal fishing in Canadian waters,1942
123610,03310855,n,10,an electric-powered razor,2371
123611,03310968,n,10,a brush used to apply lather prior to shaving,2371
123612,03311073,n,10,a preparation of soap and fatty acids that forms a rich lather for softening the beard before shaving,2371
123613,03311249,n,10,an oblong piece of cloth used to cloak the head and shoulders,2875
123614,03311398,n,10,a medieval form of the oboe,2536
123615,03311495,n,10,a machine that cuts sheet metal by passing a blade through it,
123616,03311608,n,10,large scissors with strong blades,
123617,03311748,n,10,a protective case for a knife or sword,
123619,03312123,n,10,an single-storied outbuilding for shelter or storage,2415
123620,03312280,n,10,a bell hung round the neck of a sheep so that the sheep can be easily located,2101
123621,03312414,n,10,a knot for shortening a line,
123622,03312499,n,10,a coat made of sheepskin,2875
123623,03312593,n,10,(British) property devoted to raising sheep,"2314,2876"
123625,03312865,n,10,a line (rope or chain) that regulates the angle at which a sail is set in relation to the wind,1942
123626,03313092,n,10,a flat man-made object that is thin relative to its length and width,
123627,03313459,n,10,"spare, for use in emergency","1942,2098,2875"
123628,03313560,n,10,a hitch used for temporarily tying a rope to the middle of another rope (or to an eye),
123629,03313750,n,10,fabric from which bed sheets are made,1787
123630,03313842,n,10,plate iron thinner than tank iron,1787
123631,03313932,n,10,metal formed into a thin plate,1787
123632,03314092,n,10,one of a row of piles driven side by side to retain earth or prevent seepage,
123633,03314254,n,10,(trademark) a kind of plasterboard,2415
123634,03314344,n,10,an irregular spider web woven in a single plane and looking like flattened hammocks,
123635,03314483,n,10,a support that consists of a horizontal surface for holding objects,"2410,2872"
123636,03314807,n,10,a bracket to support a shelf,
123639,03315293,n,10,a very light narrow racing boat,"1942,2651"
123641,03315606,n,10,the plates covering the frame of a steel ship and corresponding to the planking of a wooden ship,"1781,2768"
123642,03315762,n,10,a crochet stitch,2425
123643,03315837,n,10,a structure that provides privacy and protection from danger,
123588,03307873,n,10,a U-shaped bar; the open end can be passed through chain links and closed with a bar,2415
150603,07571492,n,10,a maker of shirts,1787
150604,07571566,n,10,a shockingly bad person,2516
123669,03321101,n,10,"the front part of a shirt (usually not covered by the jacket); ""he had spilled catsup on his shirtfront""",2875
123686,03324060,n,10,a child's rocking chair with the seat built between two flat sides that are shaped to resemble an animal (such as a swan or duck),2410
123675,03321830,n,10,a mechanical damper; absorbs energy of sudden impulses,"1940,2098"
123693,03325022,n,10,"a mercantile establishment for the retail sale of goods or services: ""he bought it at a shop on Cape Cod""","1707,2415,2446,2872"
123687,03324243,n,10,a disassembled barrel; the parts packed for storage or shipment,
123692,03324895,n,10,spiked stick resembling a walking stick; the top opens into a seat,1948
123694,03325853,n,10,a bell attached to the door of a small shop; warns the proprietor that a customer has entered the shop,2101
123644,03316185,n,10,a covering that provides protection from the weather,
123697,03326341,n,10,a bag of strong paper with handles; carries goods while shopping,
123670,03321281,n,10,any of various fabrics used to make men's shirts,"1787,2401"
123645,03316399,n,10,a workshop that offers low-skill jobs to members of the physically or developmentally disabled population,
123646,03316569,n,10,small military tent for two,1781
123648,03316835,n,10,armor carried on the arm to intercept blows,"1781,2768"
123649,03316977,n,10,a protective structure or device (usually metal),"1781,2768"
123650,03317132,n,10,a shield of lead or concrete intended as a barrier to radiation emitted in nuclear decay,"1781,2768"
123652,03317453,n,10,(Irish) a cudgel made of hardwood (usually oak or blackthorn),
123653,03317583,n,10,a thin wedge of material (wood or metal or stone) for driving into crevices,2098
123654,03317709,n,10,"a small signboard outside the office of a lawyer or doctor, e.g.",
123655,03317827,n,10,a stiff protective covering worn by hockey players or a catcher in baseball to protect the shins,2875
123656,03317990,n,10,a plaster for the shin,2232
123657,03318070,n,10,a vessel that carries passengers or freight,"1753,1942"
123658,03319348,n,10,a system designed to work as a coherent entity on board a naval ship,1942
123659,03319605,n,10,a canal large enough for sea-going vessels,1946
123660,03319732,n,10,the ships belonging to one country or industry,1946
123662,03320010,n,10,a room (in a business concern) where goods are packaged and shipped,2415
123663,03320137,n,10,a shipboard system consisting of an acoustic detection system that is towed behind the ship,1942
123664,03320322,n,10,a wrecked ship (or a part of one),1942
123665,03320411,n,10,a workplace where ships are built or repaired,
123666,03320567,n,10,a garment worn on the upper part of the body,2875
123667,03320867,n,10,a button on a shirt,2875
123668,03320964,n,10,a dress that is tailored like a shirt and has buttons all the way down the front,2875
123671,03321403,n,10,the sleeve of a shirt,2875
123672,03321501,n,10,the tail of a shirt,"1787,2875"
123674,03321755,n,10,a knife used as a weapon,1781
123676,03322000,n,10,a covering shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material,2875
123677,03322773,n,10,(card games) a case from which playing cards are dealt one at a time,2637
123678,03322892,n,10,an oblong rectangular (usually cardboard) box designed to hold a pair of shoes,
123679,03323024,n,10,a structure resembling a shoebox (as a rectangular building or a cramped room or compartment),
123680,03323171,n,10,a device used for easing the foot into a shoe,2098
123681,03323271,n,10,a lace used for fastening shoes,2875
123682,03323434,n,10,a shop where shoes are sold,"2446,2872"
123683,03323541,n,10,a wooden or metal device that is inserted into a shoe to preserve its shape when it is not being worn,2098
123685,03323930,n,10,(Japanese) a translucent screen made of a wooden frame covered with rice paper,
123688,03324358,n,10,(British) another name for a station wagon,1946
