,praesignis,a,aps---cn3i,praesign praesign praesign,praesignis,0
103218,a3136,assequella,n,n-s---fn1-,assequell,assequella,0
103219,a3144,assertrix,n,n-s---fn3-,assertric,assertrix,0
103224,a3167,assignificatio,n,n-s---fn3-,assignification,assignificatio,0
116343,l0875,liquaminatus,a,aps---mn1-,liquaminat liquaminat liquaminat,liquaminatus,0
50372,a0110,abnumero,v,v1spia--1-,abnumer abnumerau abnumerat,abnumero,0
103229,a3189,assonatio,n,n-s---fn3-,assonation,assonatio,0
103265,a3277,astu,n,n-s---n---,-,astu,0
103231,a3203,assummo,v,v1spia--1-,assumm assummau assumma,assummo,0
19582,19582,aequabiliter,r,rp--------,aequabilit,aequabiliter,1
103233,a3207,assumptor,n,n-s---mn3-,assumptor,assumptor,0
103232,103232,assumptiue,r,rp--------,,assumptiue,0
103235,a8908,assumptus,n,n-s---mn4-,assumpt,assumptus,0
103237,a3217,astago,n,n-s---fn3-,astagin,astago,0
103236,103236,assutus,a,aps---mn1-,assut assut assut,assutus,0
103238,a3220,asteismos,n,n-s---mn2g,asteism,asteismos,0
103239,a3221,astella,n,n-s---fn1-,astell,astella,0
103240,103240,astericum,n,n-s---nn2-,asteric,astericum,0
103241,a3226,asterion,n,n-s---nn2g,asteri,asterion,0
103243,a3231,asteroscopia,n,n-s---fn1-,asteroscopi,asteroscopia,0
103244,103244,astile,n,n-s---nn3i,astil,astile,0
103245,103245,astilucus,a,aps---mn1-,astiluc astiluc astiluc,astilucus,0
103246,a3241,astomachetus,a,aps---mn1-,astomachet astomachet astomachet,astomachetus,0
103247,a3243,astrabicon,n,n-s---nn2g,astrabic,astrabicon,0
103249,103249,astrapoplectus,a,aps---mn1-,astrapoplect astrapoplect astrapoplect,astrapoplectus,0
103250,103250,astreans,a,aps---an3i,astreant astreant astreant,astreans,0
103251,103251,astrificans,a,aps---an3i,astrificant astrificant astrificant,astrificans,0
103248,a3246,astralis,a,aps---cn3i,astral astral astral,astralis,0
103254,103254,astrios,n,n-s---fn2g,astri,astrios,0
103257,103257,astrites,n,n-s---mn1-,astrit,astrites,0
103252,a3258,astrilucus,a,aps---mn1-,astriluc astriluc astriluc,astrilucus,0
103259,103259,astroites,n,n-s---mn1-,astroit,astroites,0
103253,a3260,astrion,n,n-s---nn2g,astri,astrion,0
103255,a3261,astriotes,n,n-s---mn1g,astriot,astriotes,0
103263,103263,astroonomia,n,n-s---fn1-,astroonomi,astroonomia,0
103258,a3263,astrobolos,n,n-s---fn2g,astrobol,astrobolos,0
103261,a3264,astrolapsus,n,n-s---mn4-,astrolaps,astrolapsus,0
103262,a3267,astrologus,a,aps---mn1-,astrolog astrolog astrolog,astrologus,0
103264,a3271,astroscopia,n,n-s---fn1-,astroscopi,astroscopia,0
103272,103272,asyndetos,a,aps---mn1-,asyndet asyndet asyndet,asyndetos,0
103266,a3278,astulosus,a,aps---mn1-,astulos astulos astulos,astulosus,0
103275,103275,asyntrophon,n,n-s---nn2-,asyntroph,asyntrophon,0
103267,a3279,astulus,n,n-s---mn2-,astul,astulus,0
103269,a3288,asupra,r,rp--------,,asupra,0
103278,103278,atauos,n,n-s---mn2g,atau,atauos,0
103270,a3289,asyla,n,n-s---fn1-,asyl,asyla,0
103281,103281,athanuuium,n,n-s---nn2-,athanuui,athanuuium,0
103285,103285,athisca,n,n-s---fn1-,athisc,athisca,0
103273,a3294,asyndetos,r,rp--------,,asyndetos,0
103274,a3295,asynthetus,a,aps---mn1-,asynthet asynthet asynthet,asynthetus,0
103289,103289,atnepos,n,n-s---mn3-,atnepot,atnepos,0
103276,a3296,asystatos,a,aps---mn1g,asystat asystat asystat,asystatos,0
103277,a3299,atanuuium,n,n-s---nn2-,atanuui,atanuuium,0
103290,103290,atneptis,n,n-s---fn3i,atnept,atneptis,0
103282,103282,Athena,n,n-s---fn1-,Athen,Athena,0
103279,a6287,atelia,n,n-s---fn1-,ateli,atelia,0
103280,a6289,ateramum,n,n-s---nn2-,ateram,ateramum,0
103283,a6290,athenogeron,n,n-s---mn3i,athenogeront,athenogeron,0
103286,a6294,athisce,n,n-s---fn1g,athisc,athisce,0
103287,a6298,atizoe,n,n-s---fn1g,atizo,atizoe,0
103228,a3187,assolido,v,v1spia--1-,assolid assolidau assolida,assolido,0
50560,c4818,cynocardamon,n,n-s---nn2g,cynocardam,cynocardamon,0
103295,a3316,atritudo,n,n-s---fn3-,atritudin,atritudo,0
103296,a3321,atropha,n,n-p---nn2-,atroph,atropha,0
103301,a3336,attemperies,n,n-s---fn5-,attemperi,attemperies,0
103302,a3327,attentus,n,n-s---mn4-,attent,attentus,0
103300,103300,attemperatus,a,aps---mn1-,attemperat attemperat attemperat,attemperatus,0
103305,103305,attextus,a,aps---mn1-,attext attext attext,attextus,0
103303,a3343,attenuitas,n,n-s---fn3-,attenuitat,attenuitas,0
103304,a3350,attestator,n,n-s---mn3-,attestator,attestator,0
103306,103306,attice,n,n-s---fn1g,attic,attice,0
103314,103314,attubernalis,n,n-s---mn3i,attubernal,attubernalis,0
103307,a3354,atticismos,n,n-s---mn2g,atticism,atticismos,0
103308,a3364,attitulatio,n,n-s---fn3-,attitulation,attitulatio,0
103310,a8910,attonitus,n,n-s---mn4-,attonit,attonitus,0
103311,a3371,attonsio,n,n-s---fn3-,attonsion,attonsio,0
103312,a3383,attributor,n,n-s---mn3-,attributor,attributor,0
103313,a3385,attropo,v,v1spia--1-,attrop attropau attropa,attropo,0
103328,103328,auctius,r,rp--------,,auctius,0
103316,a3390,atturatio,n,n-s---fn3-,atturation,atturatio,0
103317,a3391,atubus,a,aps---mn1-,atub atub atub,atubus,0
103318,a3392,atypus,a,aps---mn1-,atyp atyp atyp,atypus,0
103319,a3394,auaritas,n,n-s---fn3-,auaritat,auaritas,0
103320,a3397,aububulcus,n,n-s---mn2-,aububulc,aububulcus,0
103321,a3398,auca,n,n-s---fn1-,auc,auca,0
103323,a3402,auceptor,n,n-s---mn3-,auceptor,auceptor,0
103324,a3409,auctionalia,n,n-p---nn3i,auctional,auctionalia,0
103325,a3409,auctionalis,a,aps---cn3i,auctional auctional auctional,auctionalis,0
103326,a3411,auctionator,n,n-s---mn3-,auctionator,auctionator,0
103329,a3387,auctiusculus,a,aps---mn1-,auctiuscul auctiuscul auctiuscul,auctiusculus,0
103333,103333,auctoratus,a,aps---mn1-,auctorat auctorat auctorat,auctoratus,0
103330,a3415,auctiuus,a,aps---mn1-,auctiu auctiu auctiu,auctiuus,0
103331,a3418,auctorabilis,a,aps---cn3i,auctorabil auctorabil auctorabil,auctorabilis,0
103332,a3421,auctoratio,n,n-s---fn3-,auctoration,auctoratio,0
103335,103335,auctumnalis,a,aps---cn3i,auctumnal auctumnal auctumnal,auctumnalis,0
103334,a3499,auctum,n,n-s---nn2-,auct,auctum,0
103336,103336,auctumnasco,v,v1spia--3-,auctumnasc - -,auctumnasco,0
103337,103337,auctumnesco,v,v1spia--3-,auctumnesc - -,auctumnesco,0
103340,103340,aucupatus,a,aps---mn1-,aucupat aucupat aucupat,aucupatus,0
103341,103341,aucupes,n,n-s---mn3i,aucup,aucupes,0
103342,103342,aucupex,n,n-s---mn3-,aucupic,aucupex,0
103345,103345,audiens,n,n-s---mn3i,audient,audiens,0
103338,a6425,aucupalis,a,aps---cn3i,aucupal aucupal aucupal,aucupalis,0
103348,103348,auditus,a,aps---mn1-,audit audit audit,auditus,0
103339,a3427,aucupator,n,n-s---mn3-,aucupator,aucupator,0
103349,103349,auectus,a,aps---mn1-,auect auect auect,auectus,0
103351,103351,auens,a,aps---an3i,auent auent auent,auens,0
103352,103352,auersatus,a,aps---mn1-,auersat auersat auersat,auersatus,0
103353,103353,auerso,v,v1spia--1-,auers auersau auersa,auerso,0
103355,103355,augites,n,n-s---mn1-,augit,augites,0
103293,103293,atramentariolum,n,n-s---nn2-,atramentariol,atramentariolum,0
103346,a3445,auditorialis,a,aps---cn3i,auditorial auditorial auditorial,auditorialis,0
103347,a3447,auditrix,n,n-s---fn3-,auditric,auditrix,0
103350,a3455,aueno,v,v1spia--1-,auen auenau auenat,aueno,0
103354,a3473,auginos,n,n-s---fn2g,augin,auginos,0
50586,a0367,acheta,n,n-s---mn1-,achet,acheta,0
46039,46039,glaeba,n,n-s---fn1-,glaeb,glaeba,0
46086,46086,eucharis,a,aps---cn3-,euchar euchar euchar,eucharis,0
103363,103363,auia,n,n-p---nn2-,aui,auia,0
103365,103365,auicularius,a,aps---mn1-,auiculari auiculari auiculari,auicularius,0
103361,a3488,augurialis,a,aps---cn3i,augurial augurial augurial,augurialis,0
103367,103367,auido,v,v1spia--1-,auid auidau auidat,auido,0
103362,a3487,augurionalis,a,aps---cn3i,augurional augurional augurional,augurionalis,0
103368,103368,auidus,n,n-s---mn2-,auid,auidus,0
103372,103372,auletica,n,n-s---fn1-,auletic,auletica,0
103374,103374,auleticus,a,aps---mn1-,auletic auletic auletic,auleticus,0
103364,a6494,auiaticus,a,aps---mn1-,auiatic auiatic auiatic,auiaticus,0
103366,a3497,auideo,v,v1spia--2-,,auideo,0
103375,103375,aulici,n,n-p---mn2-,aulic,aulici,0
103378,103378,aulix,a,aps---an3i,aulic aulic aulic,aulix,0
103382,103382,Auo,n,n-s---fn3-,Auon,Auo,0
103369,a3500,auillus,n,n-s---mn2-,auill,auillus,0
103381,103381,aumarium,n,n-s---nn2-,aumari,aumarium,0
103370,a3507,aulaea,n,n-s---fn1-,aulae,aulaea,0
103413,103413,Ausculum,n,n-s---nn2-,Auscul,Ausculum,0
103385,103385,auolsio,n,n-s---fn3-,auolsion,auolsio,0
103386,103386,auolsor,n,n-s---mn3-,auolsor,auolsor,0
103373,a3510,auleticos,a,aps---mn1g,auletic auletic auletic,auleticos,0
103391,103391,aureosus,a,aps---mn1-,aureos aureos aureos,aureosus,0
103393,103393,aurichalcus,a,aps---mn1-,aurichalc aurichalc aurichalc,aurichalcus,0
103376,a3513,aulio,n,n-s---mn3-,aulion,aulio,0
103377,a3514,auliscus,n,n-s---mn2-,aulisc,auliscus,0
103395,103395,auricomans,a,aps---an3i,auricomant auricomant auricomant,auricomans,0
103399,103399,auriculosus,a,aps---mn1-,auriculos auriculos auriculos,auriculosus,0
103404,103404,aurigino,v,v1spia--1-,aurigin auriginau aurigina,aurigino,0
103379,a3516,aulon,n,n-s---mn3-,aulon,aulon,0
103405,103405,aurigo,n,n-s---fn3-,aurigin,aurigo,0
103384,a3526,auolatio,n,n-s---fn3-,auolation,auolatio,0
103406,103406,aurilegus,n,n-s---mn2-,aurileg,aurilegus,0
103409,103409,aurochalcum,n,n-s---nn2-,aurochalc,aurochalcum,0
103415,103415,auspicialis,a,aps---cn3i,auspicial auspicial auspicial,auspicialis,0
103387,a3528,auonomicus,a,aps---mn1-,auonomic auonomic auonomic,auonomicus,0
103389,a3538,aurata,n,n-s---fn1-,aurat,aurata,0
103417,103417,austor,n,n-s---mn3-,austor,austor,0
103390,a3532,auraticius,a,aps---mn1-,auratici auratici auratici,auraticius,0
103392,a3540,auresco,v,v1spia--3-,,auresco,0
103380,103380,Aulus,n,n-s---mn2-,Aul,Aulus,1
103358,103358,augumentum,n,n-s---nn2-,augument,augumentum,0
103396,a3548,auricularis,a,aps---cn3i,auricular auricular auricular,auricularis,0
103397,a3539,auricularius,a,aps---mn1-,auriculari auriculari auriculari,auricularius,0
103398,a3542,auricularius,n,n-s---mn2-,auriculari,auricularius,0
103400,a3555,aurifossor,n,n-s---mn3-,aurifossor,aurifossor,0
103403,a3559,aurigans,a,aps---an3i,aurigant aurigant aurigant,aurigans,0
103407,a3572,auritus,n,n-s---mn2-,aurit,auritus,0
103408,a3573,auriuestrix,n,n-s---fn3-,auriuestric,auriuestrix,0
103410,a3575,auroclauus,a,aps---mn1-,auroclau auroclau auroclau,auroclauus,0
103411,a3577,auroresco,v,v1spia--3-,,auroresco,0
103412,a3577,auroro,v,v1spia--1-,auror aurorau aurora,auroro,0
103414,a3590,auspicabilis,a,aps---cn3i,auspicabil auspicabil auspicabil,auspicabilis,0
103416,a3596,austeralis,n,n-s---fn3i,austeral,austeralis,0
103419,a3602,austrina,n,n-p---nn2-,austrin,austrina,0
24511,i9910,itus,n,n-s---mn4-,it,itus,1
132004,u1359,uulgaritas,n,n-s---fn3-,uulgaritat,uulgaritas,0
103423,103423,autarii,n,n-p---mn2-,autari,autarii,0
103424,103424,autenta,n,n-s---mn1-,autent,autenta,0
103426,103426,autochton,n,n-s---mn3-,autochton,autochton,0
103429,103429,automatopoeetus,a,aps---mn1-,automatopoeet automatopoeet automatopoeet,automatopoeetus,0
103430,103430,autopracta,n,n-p---nn2-,autopract,autopracta,0
103428,a3615,autogenitor,n,n-s---mn3-,autogenitor,autogenitor,0
103432,103432,autoritas,n,n-s---fn3-,autoritat,autoritas,0
103431,a3620,autopractor,n,n-s---mn3-,autopractor,autopractor,0
103437,103437,auulsus,a,aps---mn1-,auuls auuls auuls,auulsus,0
103434,a3624,autumnasco,v,v1spia--3-,,autumnasco,0
103439,103439,auxiliatus,a,aps---mn1-,auxiliat auxiliat auxiliat,auxiliatus,0
103435,a3626,autumninus,a,aps---mn1-,autumnin autumnin autumnin,autumninus,0
103441,103441,axchetypum,n,n-s---nn2-,axchetyp,axchetypum,0
103442,103442,axe,r,rp--------,,axe,0
103436,a3669,autumnum,n,n-s---nn2-,autumn,autumnum,0
103438,a3635,auxesis,n,n-s---fn3i,auxes,auxesis,0
103447,103447,azyma,n,n-p---nn2-,azym,azyma,0
103448,103448,azymon,n,n-s---nn2-,azym,azymon,0
103449,103449,babecalus,a,aps---mn1-,babecal babecal babecal,babecalus,0
103450,103450,babiger,a,aps---mn1r,babiger babiger babiger,babiger,0
103451,103451,babio,v,v1spia--3-,babi  ,babio,0
103440,a3645,axamenta,n,n-p---nn2-,axament,axamenta,0
103460,103460,Bacchantes,n,n-s---fn3-,Bacchant,Bacchantes,0
103455,103455,baccalis,a,aps---cn3i,baccal baccal baccal,baccalis,0
103443,a3646,axearius,n,n-s---mn2-,axeari,axearius,0
103456,103456,baccanal,n,n-s---nn3i,baccanal,baccanal,0
103458,103458,baccha,n,n-s---fn1-,bacch,baccha,0
103459,103459,bacchans,a,aps---an3i,bacchant bacchant bacchant,bacchans,0
103479,103479,Baetylus,n,n-s---mn2-,Baetyl,Baetylus,0
103444,a3652,axio,n,n-s---fn3-,axion,axio,0
103446,a3657,axo,v,v1spia--1-,ax axau axa,axo,0
103461,103461,bacchar,n,n-s---nn3i,bacchar,bacchar,0
103465,103465,bacchigenus,a,aps---mn1-,bacchigen bacchigen bacchigen,bacchigenus,0
103466,103466,baccho,v,v1spia--1-,bacch bacchau baccha,baccho,0
103468,103468,baccia,n,n-s---fn1-,bacci,baccia,0
103469,103469,baccula,n,n-s---fn1-,baccul,baccula,0
103470,103470,bacellus,n,n-s---mn2-,bacell,bacellus,0
103471,103471,bachia,n,n-s---fn1-,bachi,bachia,0
103472,103472,bacillo,v,v1spia--1-,bacill bacillau bacilla,bacillo,0
103475,103475,bacucei,n,n-p---mn2-,bacuce,bacucei,0
103453,b0010,bacar,n,n-s---nn3i,bacar,bacar,0
103477,103477,bado,v,v1spia--1-,bad badau badat,bado,0
103481,103481,baionola,n,n-s---fn1-,baionol,baionola,0
103484,103484,balaenacius,a,aps---mn1-,balaenaci balaenaci balaenaci,balaenacius,0
103485,103485,balans,n,n-s---fn3i,balant,balans,0
103486,103486,balastrum,n,n-s---nn2-,balastr,balastrum,0
103487,103487,balatio,n,n-s---fn3-,balation,balatio,0
103457,b0014,baccar,n,n-s---nn3i,baccar,baccar,0
103462,b0019,bacchator,n,n-s---mn3-,bacchator,bacchator,0
103464,b9693,bacchicus,a,aps---mn1-,bacchic bacchic bacchic,bacchicus,0
103467,b0023,bacchus,n,n-s---mn2-,bacch,bacchus,0
103473,b0029,baco,v,v1spia--1-,bac bacau bacat,baco,0
103474,b0030,bacrio,n,n-s---mn3-,bacrion,bacrio,0
103480,b0902,bafa,n,n-s---fn1-,baf,bafa,0
103482,b0042,baionula,n,n-s---fn1-,baionul,baionula,0
103483,b0048,balabundus,a,aps---mn1-,balabund balabund balabund,balabundus,0
103488,b0057,balbo,v,v1spia--1-,balb balbau balba,balbo,0
103454,b0012,bacarium,n,n-s---nn2-,bacari,bacarium,0
50730,50730,uerifico,v,v1spia--1-,uerific uerificau uerificat,uerifico,0
103495,103495,ballistra,n,n-s---fn1-,ballistr,ballistra,0
103531,103531,barditus,n,n-s---mn4-,bardit,barditus,0
103492,b0068,ballematia,n,n-s---fn1-,ballemati,ballematia,0
103494,b0073,ballistia,n,n-p---nn2-,ballisti,ballistia,0
103498,103498,ballux,n,n-s---fn3-,balluc,ballux,0
103496,b0072,ballistrarius,n,n-s---mn2-,ballistrari,ballistrarius,0
103497,b0075,ballote,n,n-s---fn1g,ballot,ballote,0
103499,103499,balnea,n,n-p---nn2-,balne,balnea,0
103508,103508,baltea,n,n-p---nn2-,balte,baltea,0
103502,b0076,balnearis,a,aps---cn3i,balnear balnear balnear,balnearis,0
103503,b0083,balneatus,a,aps---mn1-,balneat balneat balneat,balneatus,0
103504,b9075,balneo,v,v1spia--1-,balne balneau balnea,balneo,0
103505,b0084,balneolae,n,n-p---fn1-,balneol,balneolae,0
103506,b0087,balnitor,n,n-s---mn3-,balnitor,balnitor,0
103509,103509,balteatus,a,aps---mn1-,balteat balteat balteat,balteatus,0
103513,103513,bambilium,n,n-s---nn2-,bambili,bambilium,0
103510,b0094,balteo,v,v1spia--1-,balte balteau baltea,balteo,0
103514,103514,bamborium,n,n-s---nn2-,bambori,bamborium,0
103518,103518,barbari,n,n-p---mn2-,barbar,barbari,0
103511,b0098,balux,n,n-s---fn3-,baluc,balux,0
103512,b0099,bambalium,n,n-s---nn2-,bambali,bambalium,0
103519,103519,barbarica,n,n-p---nn2-,barbaric,barbarica,0
103522,103522,barbatus,n,n-s---mn2-,barbat,barbatus,0
103515,b0103,bandum,n,n-s---nn2-,band,bandum,0
103525,103525,barbitum,n,n-s---nn2-,barbit,barbitum,0
103516,b0104,baphius,n,n-s---mn2-,baphi,baphius,0
103517,b0113,barathrus,n,n-s---mn2-,barathr,barathrus,0
103520,b0119,barbarizo,v,v1spia--1-,barbariz barbarizau barbariza,barbarizo,0
103521,b0120,barbarolexis,n,n-s---fn3i,barbarolex,barbarolexis,0
103533,103533,barginna,n,n-s---mn1-,barginn,barginna,0
103536,103536,barippe,n,n-s---fn1g,baripp,barippe,0
103538,103538,barycephalae,n,n-s---fn1g,barycephala,barycephalae,0
103523,b0126,barbesco,v,v1spia--3-,,barbesco,0
103539,103539,barypicron,n,n-s---nn2g,barypicr,barypicron,0
103526,b9688,barbulus,n,n-s---mn2-,barbul,barbulus,0
103542,103542,barytonus,a,aps---mn1-,baryton baryton baryton,barytonus,0
103543,103543,basaltes,n,n-s---mn1-,basalt,basaltes,0
103527,b0136,barcarius,n,n-s---mn2-,barcari,barcarius,0
103528,b0137,barcella,n,n-s---fn1-,barcell,barcella,0
103545,103545,bascanus,n,n-s---mn2-,bascan,bascanus,0
103547,103547,basilea,n,n-s---fn1-,basile,basilea,0
103529,b0138,barcula,n,n-s---fn1-,barcul,barcula,0
103555,103555,batalaria,n,n-s---fn1-,batalari,batalaria,0
103530,103530,Bardaicus,n,n-s---mn2-,Bardaic,Bardaicus,0
103532,b0141,bargina,n,n-s---mn1-,bargin,bargina,0
103535,b0142,baripe,n,n-s---fn1g,barip,baripe,0
103489,103489,balenacius,a,aps---mn1-,balenaci balenaci balenaci,balenacius,0
103537,b0146,barrio,v,v1spia--4-,barr barriu barrit,barrio,0
103540,b0150,barypicros,a,aps---mn1g,barypicr barypicr barypicr,barypicros,0
103541,b9150,barytonos,a,aps---mn1g,baryton baryton baryton,barytonos,0
103544,b0151,basanites,n,n-s---mn1g,basanit,basanites,0
103549,b0160,basilicarius,n,n-s---mn2-,basilicari,basilicarius,0
103550,b0157,basilice,n,n-s---fn1g,basilic,basilice,0
103552,b0157,basilicon,n,n-s---nn2g,basilic,basilicon,0
103553,b0904,basilicula,n,n-s---fn1-,basilicul,basilicula,0
103554,b0176,bastum,n,n-s---nn2-,bast,bastum,0
50924,50924,addiuino,v,v1spia--1-,addiuin addiuinau addiuinat,addiuino,0
103560,b0188,battitura,n,n-s---fn1-,battitur,battitura,0
103566,b0192,batus,n,n-s---fn2-,bat,batus,0
103564,b0190,battuator,n,n-s---mn3-,battuator,battuator,0
102670,102670,anthranthropographus,n,n-s---mn2-,anthranthropograph,anthranthropographus,0
103617,b0287,beta,n,n-s---fn1-,bet,beta,1
103562,103562,battualium,n,n-s---nn2-,battuali,battualium,0
103569,103569,Baudus,n,n-s---mn2-,Baud,Baudus,0
103567,103567,baubo,v,v1spia--1-,baub baubau bauba,baubo,0
103568,103568,baucalis,n,n-s---mn3i,baucal,baucalis,0
103570,103570,baxius,n,n-s---mn2-,baxi,baxius,0
103572,103572,beati,n,n-p---mn2-,beat,beati,0
103571,b0200,beabilis,a,aps---cn3i,beabil beabil beabil,beabilis,0
103575,103575,bedella,n,n-s---fn1-,bedell,bedella,0
103576,103576,belba,n,n-s---fn1-,belb,belba,0
103578,103578,bellans,n,n-s---mn3i,bellant,bellans,0
103573,b0202,beatificator,n,n-s---mn3-,beatificator,beatificator,0
103574,b0215,bechion,n,n-s---nn2g,bechi,bechion,0
103577,b0218,belion,n,n-s---nn2g,beli,belion,0
103585,103585,bellualis,a,aps---cn3i,bellual bellual bellual,bellualis,0
103586,103586,belluilis,a,aps---cn3i,belluil belluil belluil,belluilis,0
103588,103588,belluus,a,aps---mn1-,bellu bellu bellu,belluus,0
103589,103589,belo,v,v1spia--1-,bel belau belat,belo,0
103590,103590,beloacos,n,n-s---fn2g,beloac,beloacos,0
103591,103591,beloculus,n,n-s---mn2-,belocul,beloculus,0
103580,b0225,bellearis,a,aps---cn3i,bellear bellear bellear,bellearis,0
103593,103593,belotocos,n,n-s---fn2g,belotoc,belotocos,0
103581,b0231,bellifico,v,v1spia--1-,bellific bellificau bellifica,bellifico,0
103582,b0233,belligeratio,n,n-s---fn3-,belligeration,belligeratio,0
103584,b0236,bellio,n,n-s---fn3-,bellion,bellio,0
103597,103597,benedictum,n,n-s---nn2-,benedict,benedictum,0
103598,103598,benefacta,n,n-p---nn2-,benefact,benefacta,0
103603,103603,beneolens,a,aps---an3i,beneolent beneolent beneolent,beneolens,0
103604,103604,beneualens,a,aps---an3i,beneualent beneualent beneualent,beneualens,0
103605,103605,beneuolenter,r,rp--------,,beneuolenter,0
103607,103607,benificus,a,aps---mn1-,benific benific benific,benificus,0
103608,103608,beniuolens,a,aps---an3i,beniuolent beniuolent beniuolent,beniuolens,0
103609,103609,bennarius,n,n-s---mn2-,bennari,bennarius,0
103610,103610,benus,a,aps---mn1-,ben ben ben,benus,0
103611,103611,bepedalium,n,n-s---nn2-,bepedali,bepedalium,0
103612,103612,berullos,n,n-s---mn2g,berull,berullos,0
103613,103613,bessalis,a,aps---cn3i,bessal bessal bessal,bessalis,0
103614,103614,bestialiter,r,rp--------,,bestialiter,0
103620,103620,betacius,a,aps---mn1-,betaci betaci betaci,betacius,0
103592,b0246,belone,n,n-s---fn1g,belon,belone,0
103621,103621,betacius,n,n-s---mn2-,betaci,betacius,0
103565,103565,Batum,n,n-s---nn2-,Bat,Batum,0
103618,103618,betaceum,n,n-s---nn2-,betace,betaceum,0
103594,b0253,belutus,a,aps---mn1-,belut belut belut,belutus,0
103595,b0255,bema,n,n-s---nn3-,bemat,bema,0
103600,b0267,beneficiosus,a,aps---mn1-,beneficios beneficios beneficios,beneficiosus,0
103601,b0793,benefico,v,v1spia--1-,benefic beneficau beneficat,benefico,0
