,d0826,deportatorius,a,0,aps---mn1-,deportatori deportatori deportatori,deportatorius
51843,d1402,diffleo,v,0,v1spia--2-,diffl diffleu difflet,diffleo
51879,i9907,inuolatus,n,0,n-s---mn4-,inuolat,inuolatus
51835,m0064,madesco,v,0,v1spia--3-,madesc madu -,madesco
51890,n0726,nux,n,0,n-s---fn3-,nuc,nux
51840,o0394,occiput,n,0,n-s---nn3-,occipit,occiput
51865,p4149,prosubigo,v,0,v1spia--3-,prosubig - -,prosubigo
51914,p4434,pulchellus,a,0,aps---mn1-,pulchell pulchell pulchell,pulchellus
51860,s0389,sardonyx,n,0,n-s---cn3-,sardonych,sardonyx
51985,51985,ancillaris,n,0,n-s---mn2-,ancill,ancillaris
51939,51939,absinthius,a,0,aps---mn1-,absinthi absinthi absinthi,absinthius
51976,,ren,n,0,n-s---mn3-,ren,ren
51964,a0159,absegmen,n,0,n-s---nn3-,absegmin,absegmen
51983,51983,coelicola,n,0,n-s---cn1-,coelicol,coelicola
51931,51931,alecula,n,0,n-s---fn1-,alecul,alecula
51990,51990,alsidena,n,0,n-s---fn1-,alsiden,alsidena
51970,51970,breui,r,0,rp--------,,breui
51934,51934,campester,a,0,aps---mn3-,campestr campestr campestr,campester
51956,51956,cerebralis,a,0,aps---cn3-,cerebral cerebral cerebral,cerebralis
51945,51945,cissanthemus,n,0,n-s---mn2-,cissanthem,cissanthemus
51923,51923,concubia,n,0,n-s---fn1-,concubi,concubia
51954,51954,contemtus,a,0,aps---mn1-,contemt contemt contemt,contemtus
132016,u1374,uulnusculum,n,0,n-s---nn2-,uulnuscul,uulnusculum
51925,a1504,aliquodfariam,r,0,rp--------,,aliquodfariam
51935,51935,cynice,r,0,rp--------,,cynice
51938,51938,deliberamentum,n,0,n-s---nn2-,deliberament,deliberamentum
51995,51995,elix,n,0,n-s---fn3-,elic,elix
51979,51979,encyclicus,a,0,aps---mn1-,encyclic encyclic encyclic,encyclicus
51946,51946,familiariter,r,0,rp--------,,familiariter
51968,51968,inaniter,r,0,rp--------,-,inaniter
51982,51982,magnuficus,a,0,aps---mn1-,magnufic magnufic magnufic,magnuficus
51950,51950,neuronum,n,0,n-s---nn2-,neuron,neuronum
51992,51992,paruolus,a,0,aps---mn1-,paruol paruol paruol,paruolus
51947,51947,propulluo,v,0,v1spia--1-,propullu - -,propulluo
51928,51928,quadruuium,n,0,n-s---nn2-,quadruui,quadruuium
51949,51949,rubecula,n,0,n-s---fn1-,rubecul,rubecula
51993,a2581,apus,n,0,n-s---mn3-,apod,apus
51933,a2773,arduuo,v,0,v1spia--3-,arduu - -,arduuo
51951,51951,scrofipascus,n,0,n-s---fn3-,scrofipasc scrofipasc scrofipasc,scrofipascus
51987,a3584,aurulentus,a,0,aps---mn1-,aurulent aurulent aurulent,aurulentus
51919,c9988,cinctum,n,0,n-s---nn2-,cinct,cinctum
51952,c1686,circo,v,0,v1spia--1-,circ circau circat,circo
51965,c1979,citatorium,n,0,n-s---nn2-,citatori,citatorium
51940,c4679,curatorius,a,0,aps---mn1-,curatori curatori curatori,curatorius
51977,d1602,dimano,v,0,v1spia--1-,diman dimanau dimanat,dimano
51921,e0471,emissarius,a,0,aps---mn1-,emissari emissari emissari,emissarius
51973,e1568,expallidus,a,0,aps---mn1-,expallid expallid expallid,expallidus
51980,i9022,iamdiu,r,0,rp--------,encyclic,iamdiu
51948,l9917,languesco,v,0,v1spia--3-,languesc langu -,languesco
51943,m1244,molluscum,n,0,n-s---nn2-,mollusc,molluscum
51924,m8453,motiuus,a,0,aps---mn1-,motiu motiu motiu,motiuus
51927,m1748,munitor,n,0,n-s---mn3-,munitor,munitor
51961,o0957,orchestra,n,0,n-s---fn1-,orchestr,orchestra
51975,o9721,ostentus,n,0,n-s---mn4-,ostent,ostentus
51922,p1500,perpolio,v,0,v1spia--4-,perpol perpoliu perpolit,perpolio
51981,p1924,phimus,n,0,n-s---mn2-,phim,phimus
51991,p2056,pilanus,n,0,n-s---mn2-,pilan,pilanus
51960,r1152,regigno,v,0,v1spia--3-,regign regenu regenit,regigno
51969,s0552,scandix,n,0,n-s---fn3-,scandic,scandix
51978,s9983,superuentus,n,0,n-s---mn4-,superuent,superuentus
51930,s3887,sutela,n,0,n-s---fn1-,sutel,sutela
51959,u0291,uenerator,n,0,n-s---mn3-,uenerator,uenerator
52000,52000,capitularius,n,0,n-s---mn2-,capitulari,capitularius
52021,52021,zizanium,n,0,n-s---nn2-,zizani,zizanium
52064,52064,acorum,n,0,n-s---nn2-,acor,acorum
52002,52002,bubalinus,a,0,aps---mn1-,bubalin bubalin bubalin,bubalinus
52003,52003,caenatus,a,0,aps---mn1-,caenat caenat caenat,caenatus
52047,l0757,ligurritio,n,0,n-s---fn3-,lig,ligurritio
51999,p1340,permansio,n,0,n-s---fn3-,permansion,permansio
52066,52066,ceremoniosus,a,0,aps---mn1-,ceremonios ceremonios ceremonios,ceremoniosus
52050,52050,chylus,n,0,n-s---mn2-,chyl,chylus
52040,52040,iacca,n,0,n-s---fn1-,iacc,iacca
51998,51998,circumspargo,v,0,v1spia--3-,circumsparg circumspars circumspars,circumspargo
52058,52058,conripio,v,0,v1spia--3-,conrip conripu conrept,conripio
52053,a2529,apprimus,a,0,aps---mn1-,apprim apprim apprim,apprimus
51996,51996,contemte,r,0,rp--------,contemtius contemtissime,contemte
52027,52027,conuulsum,n,0,n-s---nn2-,conuuls,conuulsum
52065,c0310,camaro,v,0,v1spia--1-,camar camarau camarat,camaro
52023,c0399,canentas,n,0,n-s---fn3-,canentat,canentas
52007,52007,deditus,n,0,n-s---mn4-,dedit,deditus
52063,52063,deprendo,v,0,v1spia--3-,deprend deprend deprens,deprendo
52041,52041,desuefactus,a,0,aps---mn1-,desuefact desuefact desuefact,desuefactus
52001,52001,electromagneticus,a,0,aps---mn1-,electromagnetic electromagnetic electromagnetic,electromagneticus
52062,52062,eodem,r,0,rp--------,,eodem
52054,52054,estuanter,r,0,rp--------,,estuanter
52017,52017,foetifer,a,0,aps---mn1r,foetifer foetifer foetifer,foetifer
52024,52024,gradualis,a,0,aps---cn3-,gradual gradual gradual,gradualis
52019,c1945,cirritus,a,0,aps---mn1-,cirrit cirrit cirrit,cirritus
52018,c1974,cistifer,n,0,n-s---mn2r,cistifer,cistifer
52051,52051,lippa,n,0,n-s---fn1-,chyl,lippa
52043,52043,mysta,a,0,aps---mn1-,myst myst myst,mysta
52048,52048,oprepo,v,0,v1spia--1-,oprep opreps oprept,oprepo
52057,52057,praeut,r,0,rp--------,,praeut
51997,51997,propere,r,0,rp--------,propius proxime,propere
52049,52049,pulicarius,a,0,aps---mn1-,pulicari pulicari pulicari,pulicarius
52032,52032,siccatorium,n,0,n-s---nn2-,siccatori,siccatorium
52059,52059,stercorinis,a,0,aps---cn3-,stercorin stercorin stercorin,stercorinis
52004,52004,tralatio,n,0,n-s---fn3-,tralation,tralatio
52042,52042,transplantus,n,0,n-s---mn4-,transplant,transplantus
52037,c1981,citeria,n,0,n-s---fn1-,citeri,citeria
52045,52045,uisnetum,n,0,n-s---nn2-,uisnet,uisnetum
52038,52038,ultimate,r,0,rp--------,,ultimate
52046,c1260,corniculus,n,0,n-s---mn2-,cornicul,corniculus
52030,g0142,geminus,a,0,aps---mn1-,gemin gemin gemin,geminus
52035,h0157,hebdomada,n,0,n-s---fn1-,hebdomad,hebdomada
52013,i0054,ichneumon,n,0,n-s---mn3-,ichneumon,ichneumon
52028,m0796,meretricius,a,0,aps---mn1-,meretrici meretrici meretrici,meretricius
52010,n0007,nam,r,0,rp--------,,nam
52031,o0656,olim,r,1,rp--------,,olim
52067,p1026,perdiu,r,0,rp--------,,perdiu
52055,p1419,pero,n,0,n-s---mn3-,peron,pero
52015,q0287,quintarius,a,0,aps---mn1-,quintari quintari quintari,quintarius
52034,r0596,retorridus,a,0,aps---mn1-,retorrid retorrid retorrid,retorridus
52025,r0732,ripa,n,0,n-s---fn1-,rip,ripa
52011,t0519,textrix,n,0,n-s---fn3-,textric,textrix
52039,a1852,anaglyptus,a,0,aps---mn1-,anaglypt anaglypt anaglypt,anaglyptus
52084,52084,adtero,v,0,v1spia--3-,adter adtriu adtrit,adtero
52145,52145,bradium,n,0,n-s---nn2-,bradi,bradium
52074,52074,capruginus,a,0,aps---mn1-,caprugin caprugin caprugin,capruginus
52071,52071,concinniter,r,0,rp--------,,concinniter
52140,52140,conferte,r,0,rp--------,confertius confertissime,conferte
52095,52095,conrectura,n,0,n-s---fn1-,conrectur,conrectura
52144,52144,contemnenter,r,0,rp--------,,contemnenter
52131,52131,conuolsus,a,0,aps---mn1-,conuols conuols conuols,conuolsus
52078,52078,depopulo,v,0,v1spia--1-,depopul - depopulat,depopulo
52115,52115,descriptus,a,0,aps---mn1-,descript descript descript,descriptus
52114,52114,diffututus,a,0,aps---mn1-,diffutut diffutut diffutut,diffututus
52069,52069,diplangium,n,0,n-s---nn2-,diplangi,diplangium
52111,52111,eloquenter,r,0,rp--------,eloquentius eloquentissime,eloquenter
52121,52121,legalitas,n,0,n-s---fn3-,legalitat,legalitas
52075,52075,nimius,a,0,aps---mn2-,nimi nimi nimi,nimius
52092,52092,occecatio,n,0,n-s---fn3-,occecation,occecatio
52135,52135,opscene,r,0,rp--------,opscenius opscenissime,opscene
52108,52108,pedifollis,a,0,aps---cn3-,pedifoll pedifoll pedifoll,pedifollis
52100,52100,poenitudo,n,0,n-s---fn3-,poenitudin,poenitudo
52136,a0901,aemula,n,0,n-s---fn1-,aemul,aemula
52068,52068,programmatio,n,0,n-s---fn3-,programmation,programmatio
52082,a8662,amento,v,0,v1spia--1-,ament amentau amentat,amento
52086,a1748,amphisbaena,n,0,n-s---fn1-,amphisbaen,amphisbaena
52132,a2144,antelucio,r,1,rp--------,-,antelucio
52085,52085,proletariatus,n,0,n-s---mn4-,proletariat,proletariatus
52098,a2186,anthalium,n,0,n-s---nn2-,anthali,anthalium
52076,b0432,bisonus,a,0,aps---mn1-,bison bison bison,bisonus
52105,52105,propatulum,n,0,n-s---nn2-,propatul,propatulum
52087,52087,succontumeliose,r,0,rp--------,,succontumeliose
52089,52089,surrepticius,a,0,aps---mn1-,surreptici surreptici surreptici,surrepticius
52083,52083,testudineatus,a,0,aps---mn1-,testudineat testudineat testudineat,testudineatus
52103,c0099,caeligenus,a,0,aps---mn1-,caeligen caeligen caeligen,caeligenus
52107,52107,uentilatrum,n,0,n-s---nn2-,uentilatr,uentilatrum
52128,52128,Abstemia,n,0,n-s---fn1-,Abstemi,Abstemia
52125,c0352,canabarius,n,0,n-s---mn2-,canabari,canabarius
52133,52133,adgnitus,n,0,n-s---mn4-,adgnit,adgnitus
52090,c0648,carinus,a,0,aps---mn1-,carin carin carin,carinus
52096,c1546,chrysococcus,a,0,aps---mn1-,chrysococc chrysococc chrysococc,chrysococcus
52102,c1928,circumuerto,v,0,v1spia--3-,circumuert circumuert circumuers,circumuerto
52077,c2374,collactaneus,n,0,n-s---mn2-,collactane,collactaneus
52112,c2794,compassio,n,0,n-s---fn3-,compassion,compassio
52104,c2848,complaco,v,0,v1spia--1-,complac complacu complacit,complaco
52130,c3148,condescensio,n,0,n-s---fn3-,condescension,condescensio
52134,h0027,haedilia,n,0,n-s---fn1-,haedili,haedilia
52129,h0341,hexapylon,n,0,n-s---nn2g,hexapyl,hexapylon
52143,o0586,offigo,v,0,v1spia--3-,offig offix offix,offigo
52146,p1154,perfrigesco,v,0,v1spia--3-,perfrigesc perfrix -,perfrigesco
52141,r1168,relanguesco,v,0,v1spia--3-,relanguesc relangu -,relanguesco
52094,s0100,saeuus,a,0,aps---mn1-,saeu saeu saeu,saeuus
52122,s3261,succendo,v,0,v1spia--3-,succend succend succens,succendo
52097,s3338,suesco,v,0,v1spia--3-,suesc sueu suet,suesco
52118,t0682,tignarius,a,0,aps---mn1-,tignari tignari tignari,tignarius
52227,52227,amandus,a,0,aps---mn1-,telecustodi telecustodi telecustodi,amandus
52173,a2401,apodyterium,n,0,n-s---nn2-,apodyteri,apodyterium
52167,b0725,bulimus,n,0,n-s---mn2-,bulim,bulimus
52223,52223,accliuius,a,0,aps---mn1-,accliui accliui accliui,accliuius
52194,p0360,paratio,n,0,n-s---fn3-,par,paratio
52189,a1226,agrarius,a,0,aps---mn1-,agrari agrari agrari,agrarius
52225,52225,autocinetum,n,0,n-s---nn2-,autocinet,autocinetum
52153,52153,bassista,n,0,n-s---fn1-,bassist,bassista
52196,52196,beliuus,a,0,aps---mn1-,beliu beliu beliu,beliuus
52179,52179,calbeus,n,0,n-s---mn2-,calbe,calbeus
52195,52195,condator,n,0,n-s---mn3-,condator,condator
52203,52203,consoltum,n,0,n-s---nn2-,consolt,consoltum
52193,l0835,linio,v,0,v1spia--4-,lin liniu linit,linio
52191,52191,constricte,r,0,rp--------,,constricte
52222,a2047,anisatum,n,0,n-s---nn2-,anisat,anisatum
52181,52181,dependentia,n,0,n-s---fn1-,dependenti,dependentia
52224,52224,dipondiarius,a,0,aps---mn1-,dipondiari dipondiari dipondiari,dipondiarius
52198,52198,fantasia,n,0,n-s---fn1-,fantasi,fantasia
52171,52171,inritamen,n,0,n-s---nn3-,inritamin,inritamen
52166,52166,lachrimula,n,0,n-s---fn1-,lachrimul,lachrimula
52204,52204,madefactus,a,0,aps---mn1-,madefact madefact madefact,madefactus
52218,52218,marmoratus,a,0,aps---mn1-,marmorat marmorat marmorat,marmoratus
52148,52148,matrimonialiter,r,0,rp--------,,matrimonialiter
52187,52187,obscure,r,0,rp--------,apoplexi,obscure
52149,52149,peccabilitas,n,0,n-s---fn3-,peccabilitat,peccabilitas
52168,52168,psychologus,n,0,n-s---mn2-,psycholog,psychologus
52158,52158,secundanus,n,0,n-s---mn2-,secundan,secundanus
52205,c2490,calidarium,n,0,n-s---nn2-,calidari,calidarium
52197,52197,succussus,n,0,n-s---mn2-,succuss,succussus
52210,52210,susurrium,n,0,n-s---nn2-,susurri,susurrium
52155,52155,toculio,n,0,n-s---mn3-,toculion,toculio
52207,52207,turbulente,r,0,rp--------,innat innatau innatat,turbulente
52219,c1021,cautim,r,0,rp--------,caut caut caut,cautim
52208,c9108,ceraunium,n,0,n-s---nn2-,cerauni,ceraunium
52176,c3078,concreo,v,0,v1spia--1-,concre concreau concreat,concreo
52209,c3115,concursatorius,a,0,aps---mn1-,concursatori concursatori concursatori,concursatorius
52217,e1930,eccere,r,0,rp--------,praenat praenatau praenatat,eccere
52200,e0181,effugatio,n,0,n-s---fn3-,effugation,effugatio
52215,e9967,eiectus,n,1,n-s---mn4-,eiect,eiectus
52175,g0153,gemmo,v,0,v1spia--1-,gemm gemmau gemmat,gemmo
52206,i1813,innato,v,0,v1spia--1-,innat innatau innatat,innato
52211,i1882,inolesco,v,0,v1spia--3-,inolesc inoleu inolit,inolesco
52178,p2064,pilicrepus,a,0,aps---mn2-,pilicrep pilicrep pilicrep,pilicrepus
52156,i2886,irritatrix,n,0,n-s---fn3-,irritatric,irritatrix
52180,m0336,mantum,n,0,n-s---nn2-,mant,mantum
52192,m1620,multesimus,a,0,aps---mn1-,multesim multesim multesim,multesimus
52199,n0512,nonagesimus,a,0,aps---mn1-,nonagesim nonagesim nonagesim,nonagesimus
52229,p0509,passibilitas,n,0,n-s---fn3-,passibilitat,passibilitas
52216,p3151,praenato,v,0,v1spia--1-,praenat praenatau praenatat,praenato
52151,p4461,pullulo,v,0,v1spia--1-,pullul pullulau pullulat,pullulo
52190,q0145,quartarius,n,0,n-s---mn2-,quartari,quartarius
52212,r1444,reuiso,v,0,v1spia--3-,reuis - -,reuiso
52154,a0376,acidulus,a,0,aps---mn1-,acidul acidul acidul,acidulus
52285,52285,archicapellanus,n,0,n-s---mn2-,archicapellan,archicapellanus
52274,52274,archisterium,n,0,n-s---nn2-,archisteri,archisterium
52297,52297,auersus,a,0,aps---mn1-,auers auers auers,auersus
52268,52268,baiiulo,v,0,v1spia--1-,lyr,baiiulo
52262,52262,bipunctum,n,0,n-s---nn2-,bipunct,bipunctum
52303,a0571,adhortator,n,0,n-s---mn3-,adhortator,adhortator
52239,a0618,adiugo,v,0,v1spia--1-,adiug adiugau adiugat,adiugo
52233,52233,caloria,n,0,n-s---fn1-,calori,caloria
52251,52251,capesco,v,0,v1spia--3-,capesc capesciu capescit,capesco
52271,52271,chemia,n,0,n-s---fn1-,chemi,chemia
52277,52277,citerius,r,0,rp--------,,citerius
52247,$0161,agnomino,v,0,v1spia--1-,agnomin agnominau agnominat,agnomino
52289,52289,cocito,v,0,v1spia--1-,cocit cocitau cocitat,cocito
52241,52241,conciliaris,a,0,aps---cn3-,conciliar conciliar conciliar,conciliaris
52263,52263,conspultus,a,0,aps---mn1-,conspult conspult conspult,conspultus
52255,52255,constitutus,n,0,n-s---mn2-,constitut,constitutus
52283,52283,fraxinus,a,0,aps---mn1-,fraxin fraxin fraxin,fraxinus
52232,52232,illaesus,a,0,aps---mn1-,illaes illaes illaes,illaesus
52302,52302,inerratus,r,0,rp--------,molecul,inerratus
52298,52298,nouem,n,0,n-s---n---,-,nouem
52278,52278,byssus,n,0,n-s---mn2-,byss,byssus
52269,52269,latenter,r,0,rp--------,lat lat lat,latenter
52245,52245,ludicrus,a,0,aps---mn1-,ludicr ludicr ludicr,ludicrus
46912,46912,uolpecula,n,0,n-s---fn1-,uolpecul,uolpecula
52301,52301,molecula,n,0,n-s---fn1-,molecul,molecula
52293,a3348,attertiatus,a,0,aps---mn1-,attertiat attertiat attertiat,attertiatus
28221,u1376,uulpes,n,1,n-s---fn3i,uulp,uulpes
52288,52288,peristylon,n,0,n-s---nn2-,peristyl,peristylon
52275,a3647,axedo,n,0,n-s---mn3-,axedon,axedo
52291,52291,pessumus,a,0,aps---mn1-,pessum pessum pessum,pessumus
52281,52281,primopilus,n,0,n-s---mn2-,primopil,primopilus
52254,52254,sisinbrium,n,0,n-s---nn2-,sisinbri,sisinbrium
52304,52304,solemnitus,r,0,rp--------,,solemnitus
52249,52249,tarde,r,0,rp--------,I,tarde
52294,52294,adfania,n,0,n-s---fn1-,adfani,adfania
52230,c0424,canneus,a,0,aps---mn1-,cann cann cann,canneus
52242,a0333,acesco,v,0,v1spia--3-,acesc acu -,acesco
52250,c0889,cathedraticum,n,0,n-s---nn2-,cathedratic,cathedraticum
52305,c0897,catillatio,n,0,n-s---fn3-,catillation,catillatio
52231,c9986,cautum,n,0,n-s---nn2-,caut,cautum
52237,d0320,dedoleo,v,0,v1spia--2-,dedol dedolu -,dedoleo
52287,g0672,guttula,n,0,n-s---fn1-,guttul,guttula
113843,i1244,indeuotio,n,0,n-s---fn3-,indeuotion,indeuotio
52270,l1192,lupatus,a,0,aps---mn1-,lupat lupat lupat,lupatus
52267,l1283,lyra,n,0,n-s---fn1-,lyr,lyra
52292,m0368,mappula,n,0,n-s---fn1-,mappul,mappula
52272,o0154,obnuntio,v,0,v1spia--1-,obnunti obnuntiau obnuntiat,obnuntio
52286,o0374,occator,n,0,n-s---mn3-,occator,occator
52259,o0552,offa,n,0,n-s---fn1-,off,offa
52256,p0896,perantiquus,a,0,aps---mn1-,perantiqu perantiqu perantiqu,perantiquus
52266,p1039,perdomo,v,0,v1spia--1-,perdom perdomu perdomit,perdomo
52279,p1567,persedeo,v,0,v1spia--2-,persed persed persess,persedeo
52240,p1745,peruinco,v,0,v1spia--3-,peruinc peruic peruict,peruinco
52246,p2736,postremus,a,0,aps---mn1-,postrem postrem postrem,postremus
52238,p3518,pretiositas,n,0,n-s---fn3-,pretiositat,pretiositas
52374,52374,exarchia,n,0,n-s---fn1-,exarchi,exarchia
52349,a3134,assentio,v,0,v1spia--4-,assent - assens,assentio
52334,i2772,iocus,n,0,n-s---mn2-,ioc,iocus
52313,h0117,hariolatio,n,0,n-s---fn3-,hariol,hariolatio
52364,b0273,ballistarium,n,0,n-s---nn2-,ballistari,ballistarium
52356,52356,acisulus,n,0,n-s---mn2-,acisul,acisulus
52350,52350,annodo,v,0,v1spia--1-,annod annodau annodat,annodo
52344,52344,adtrectatus,n,0,n-s---mn4-,adtrectat,adtrectatus
52381,52381,escaria,n,0,n-s---fn1-,escari,escaria
52309,52309,archipater,n,0,n-s---mn2r,archipatr,archipater
52359,52359,bladium,n,0,n-s---nn2-,bladi,bladium
52382,52382,burgimagister,n,0,n-s---mn2r,burgimagistri,burgimagister
52373,a2095,aedilicius,a,0,aps---mn1-,aedilici aedilici aedilici,aedilicius
52333,52333,cauponaria,n,0,n-s---fn1-,cauponari,cauponaria
52353,52353,comitissa,n,0,n-s---fn1-,comitiss,comitissa
52317,a1318,alcinus,a,0,aps---mn1-,alcin alcin alcin,alcinus
52377,52377,demus,r,0,rp--------,,demus
52367,52367,disparitas,n,0,n-s---fn3-,disparitat,disparitas
52321,a3036,ascriptio,n,0,n-s---fn3-,ascription,ascriptio
52379,52379,diuergeo,v,0,v1spia--2-,diuerg diuergu diuergit,diuergeo
52343,52343,hebria,n,0,n-s---fn1-,hebri,hebria
52332,52332,incidentalis,a,0,aps---cn3-,incidental incidental incidental,incidentalis
52324,52324,indutia,n,0,n-s---fn1-,induti,indutia
52351,52351,inoboedibilis,a,0,aps---cn3-,inoboedibil inoboedibil inoboedibil,inoboedibilis
52341,52341,inritamentum,n,0,n-s---nn2-,inritament,inritamentum
52345,52345,mazza,n,0,n-s---fn1-,mazz,mazza
52318,c0339,campidoctor,n,0,n-s---mn3-,campidoctor,campidoctor
52310,n0776,nullus,a,0,aps---mn1p,null null null,nullus
52307,52307,oppositus,a,0,aps---mn1-,opposit opposit opposit,oppositus
52322,c0454,cantheriolus,n,0,n-s---mn2-,cantheriol,cantheriolus
52311,52311,opscaenum,n,0,n-s---nn2-,opscaen,opscaenum
52365,52365,postremum,r,0,rp--------,,postremum
52326,c0797,castula,n,0,n-s---fn1-,castul,castula
52357,52357,psychiatria,n,0,n-s---fn1-,psychiatri,psychiatria
52369,52369,relicuum,n,0,n-s---nn2-,relicu,relicuum
52360,52360,scaenicus,n,0,n-s---mn2-,scaenic,scaenicus
52363,52363,scepticus,a,0,aps---mn1-,sceptic sceptic sceptic,scepticus
52314,52314,triste,r,0,rp--------,,triste
52358,c2390,collaudo,v,0,v1spia--1-,collaud collaudau collaudat,collaudo
52329,c4159,coruscamen,n,0,n-s---nn3-,coruscamin,coruscamen
52368,52368,expolitus,a,0,aps---mn1-,expolit expolit expolit,expolitus
52308,d0496,deitas,n,0,n-s---fn3-,deitat,deitas
52376,52376,adterraneus,a,0,aps---mn1-,adterrane adterrane adterrane,adterraneus
52337,d1160,deuigeo,v,0,v1spia--2-,deuig - -,deuigeo
52342,d1614,dimidietas,n,0,n-s---fn3-,dimidietat,dimidietas
52383,e9998,excandescentia,n,0,n-s---fn1-,excandescenti,excandescentia
52370,e1384,excubo,v,0,v1spia--1-,excub excubu excubit,excubo
52372,f0367,feriatus,a,0,aps---mn1-,feriat feriat feriat,feriatus
52380,i0094,ictus,n,0,n-s---mn4-,ict,ictus
52335,m0986,milipeda,n,0,n-s---fn1-,miliped,milipeda
52306,p1426,perofficiose,r,0,rp--------,peron,perofficiose
52355,p1825,petulcus,a,0,aps---mn1-,petulc petulc petulc,petulcus
52375,p4412,pugilatio,n,0,n-s---fn3-,pugilation,pugilatio
52378,u0113,uaricosus,a,0,aps---mn1-,uaricos uaricos uaricos,uaricosus
52425,52425,effertus,a,0,aps---mn1-,effert effert effert,effertus
52469,52469,adprobatio,n,0,n-s---fn3-,adprobation,adprobatio
52471,52471,chamaemilla,n,0,n-s---fn1-,chamaemill,chamaemilla
52452,52452,coenaticus,a,0,aps---mn1-,coenatic coenatic coenatic,coenaticus
52467,52467,confirmatiue,r,0,rp--------,,confirmatiue
52384,52384,cordicitus,r,0,rp--------,,cordicitus
52450,r0244,reductio,n,0,n-s---fn3-,re,reductio
52438,a1164,agguberno,v,0,v1spia--1-,aggubern aggubernau aggubernat,agguberno
52449,52449,emissorius,a,0,aps---mn1-,emissori emissori emissori,emissorius
