,lamentatio,n,1,n-s---fn3-,lamentation,lamentatio
27817,t1173,tributum,n,1,n-s---nn2-,tribut,tributum
27818,t1217,triclinium,n,1,n-s---nn2-,triclini,triclinium
27820,t1311,trinitas,n,1,n-s---fn3-,trinitat,trinitas
27822,t1386,tristis,a,1,aps---cn3i,trist trist trist,tristis
27823,t1388,tristitia,n,1,n-s---fn1-,tristiti,tristitia
27825,t1403,triticum,n,1,n-s---nn2-,tritic,triticum
27826,t0408,tritura,n,1,n-s---fn1-,tritur,tritura
27827,t1409,trituro,v,1,v1spia--1-,tritur triturau triturat,trituro
27829,t1420,triumpho,v,1,v1spia--1-,triumph triumphau triumphat,triumpho
27831,t1422,triumuir,n,1,n-s---mn2r,triumuir,triumuir
27833,t1434,trochlea,n,1,n-s---fn1-,trochle,trochlea
27834,t1440,tropaeum,n,1,n-s---nn2-,tropae,tropaeum
27836,t1450,trucidatio,n,1,n-s---fn3-,trucidation,trucidatio
27807,t1149,tremor,n,1,n-s---mn3-,tremor,tremor
27805,t0804,tremesco,v,1,v1spia--3-,tremesc - -,tremesco
98869,i0757,inaniae,n,0,n-p---fn1-,inani,inaniae
126228,s0518,scaenatilis,a,0,aps---cn3i,scaenatil scaenatil scaenatil,scaenatilis
27871,27871,turpiter,r,1,rp--------,turp,turpiter
27879,27879,tuto,v,1,v1spia--1-,tut tutau tutat,tuto
27896,27896,ultra,r,1,rp--------,ulterius ultimum,ultra
27908,27908,una,r,1,rp--------,,una
27910,27910,unanimiter,r,1,rp--------,unanim,unanimiter
27852,t1731,tumor,n,1,n-s---mn3-,tumor,tumor
122178,122178,pluriens,r,0,rp--------,,pluriens
27839,t1464,trunco,v,1,v1spia--1-,trunc truncau truncat,trunco
27841,t1471,trutina,n,1,n-s---fn1-,trutin,trutina
27843,t1685,tuba,n,1,n-s---fn1-,tub,tuba
27845,t1689,tuberculum,n,1,n-s---nn2-,tubercul,tuberculum
27846,t1706,tubus,n,1,n-s---mn2-,tub,tubus
27848,t1717,tuitio,n,1,n-s---fn3-,tuition,tuitio
27849,t1721,tum,r,1,rp--------,,tum
27850,t1722,tumba,n,1,n-s---fn1-,tumb,tumba
27851,t1730,tumidus,a,1,aps---mn1-,tumid tumid tumid,tumidus
27907,u0998,umor,n,1,n-s---mn3-,umor,umor
27855,t1742,tunc,r,1,rp--------,,tunc
27857,t1745,tunica,n,1,n-s---fn1-,tunic,tunica
27858,t1755,turba,n,1,n-s---fn1-,turb,turba
27860,t1762,turbido,n,1,n-s---fn3-,turbidin,turbido
27861,t1761,turbido,v,1,v1spia--1-,turbid turbidau turbidat,turbido
27862,t1764,turbidus,a,1,aps---mn1-,turbid turbid turbid,turbidus
27863,t1771,turbo,n,1,n-s---mn3-,turbin,turbo
27866,t1778,turdus,n,1,n-s---mn2-,turd,turdus
27867,t1785,turgidus,a,1,aps---mn1-,turgid turgid turgid,turgidus
27868,t1786,turgor,n,1,n-s---mn3-,turgor,turgor
27869,t1797,turma,n,1,n-s---fn1-,turm,turma
27872,t1809,turpitudo,n,1,n-s---fn3-,turpitudin,turpitudo
27873,t1810,turpo,v,1,v1spia--1-,turp turpau turpat,turpo
27874,t1811,turricula,n,1,n-s---fn1-,turricul,turricula
27877,t1830,tussis,n,1,n-s---fn3i,tuss,tussis
27878,t1837,tutela,n,1,n-s---fn1-,tutel,tutela
27880,t1842,tutor,n,1,n-s---mn3-,tutor,tutor
27882,t1848,tutus,a,1,aps---mn1-,tut tut tut,tutus
27883,t1866,typicus,a,1,aps---mn1-,typic typic typic,typicus
27885,t1871,tyrannis,n,1,n-s---fn3-,tyrannid,tyrannis
27886,t0901,tyrannus,n,1,n-s---mn2-,tyrann,tyrannus
27888,u9157,uber,a,1,aps---an3-,uber uberi uberri,uber
27887,u9157,uber,n,1,n-s---nn3-,uber,uber
27889,u9159,ubertas,n,1,n-s---fn3-,ubertat,ubertas
27891,u0922,ulcus,n,1,n-s---nn3-,ulcer,ulcus
27892,u0935,ulmus,n,1,n-s---fn2-,ulm,ulmus
27893,u0936,ulna,n,1,n-s---fn1-,uln,ulna
27895,u0945,ultor,n,1,n-s---mn3-,ultor,ultor
27897,u0957,ulula,n,1,n-s---fn1-,ulul,ulula
27898,u0976,ululatus,n,1,n-s---mn4-,ululat,ululatus
27899,u0961,ululo,v,1,v1spia--1-,ulul ululau ululat,ululo
27900,u0963,umbella,n,1,n-s---fn1-,umbell,umbella
27901,u0966,umbilicus,n,1,n-s---mn2-,umbilic,umbilicus
27902,u0967,umbo,n,1,n-s---mn3-,umbon,umbo
27904,u0970,umbraculum,n,1,n-s---nn2-,umbracul,umbraculum
27905,u0979,umbro,v,1,v1spia--1-,umbr umbrau umbrat,umbro
27856,t1743,tundo,v,1,v1spia--3-,tund tutud tus,tundo
27909,u1005,unanimitas,n,1,n-s---fn3-,unanimitat,unanimitas
27911,u1009,uncia,n,1,n-s---fn1-,unci,uncia
27853,t1740,tumultus,n,1,n-s---mn4-,tumult,tumultus
113460,i0804,inauritus,a,0,aps---mn1-,inaurit inaurit inaurit,inauritus
27936,u1229,upupa,n,1,n-s---fn1-,upup,upupa
126435,s0729,scorpioctonon,n,0,n-s---nn2g,scorpiocton,scorpioctonon
27976,27976,ualens,a,1,aps---an3i,ualent ualent ualent,ualens
27977,27977,ualenter,r,1,rp--------,ualent,ualenter
27926,27926,unice,r,1,rp--------,unic,unice
27928,27928,unifico,v,1,v1spia--1-,unific unificau unificat,unifico
27930,27930,uniformiter,r,1,rp--------,uniform,uniformiter
27933,27933,uniuersaliter,r,1,rp--------,uniuersal,uniuersaliter
27923,u1085,unguis,n,1,n-s---mn3i,ungu,unguis
27989,27989,uapor,n,1,n-s---mn3-,uapor,uapor
122251,122251,pollucte,r,0,rp--------,,pollucte
27985,u0068,uallus,n,1,n-s---fn2-,uall,uallus
27938,u1237,urbanus,a,1,aps---mn1-,urban urban urban,urbanus
27939,u1243,urbs,n,1,n-s---fn3i,urb,urbs
27940,u7248,urceus,n,1,n-s---mn2-,urce,urceus
27941,u1252,urgeo,v,1,v1spia--2-,urg urs -,urgeo
27943,u1269,ursus,n,1,n-s---mn2-,urs,ursus
27963,u0004,uaccinium,n,1,n-s---nn2-,uaccini,uaccinium
27944,27944,usitatus,a,1,aps---mn1-,usitat usitat usitat,usitatus
27945,u1288,usque,r,1,rp--------,-,usque
27947,u1294,ustio,n,1,n-s---fn3-,ustion,ustio
27948,u1296,ustrina,n,1,n-s---fn1-,ustrin,ustrina
27951,u1334,usura,n,1,n-s---fn1-,usur,usura
27953,u1317,usurpo,v,1,v1spia--1-,usurp usurpau usurpat,usurpo
27955,u1324,uterus,n,1,n-s---mn2-,uter,uterus
27964,u0010,uacillo,v,1,v1spia--1-,uacill uacillau uacillat,uacillo
27966,u0016,uacuitas,n,1,n-s---fn3-,uacuitat,uacuitas
27967,u0017,uacuo,v,1,v1spia--1-,uacu uacuau uacuat,uacuo
27971,u0028,uaframentum,n,1,n-s---nn2-,uaframent,uaframentum
27972,u0044,uagina,n,1,n-s---fn1-,uagin,uagina
27973,u0020,uagitus,n,1,n-s---mn4-,uagit,uagitus
27975,u0046,ualde,r,1,rp--------,uald,ualde
27978,u0050,ualeo,v,1,v1spia--2-,ual - -,ualeo
27980,u0053,ualetudo,n,1,n-s---fn3-,ualetudin,ualetudo
27981,u0057,ualidus,a,1,aps---mn1-,ualid ualid ualid,ualidus
27983,u0064,uallo,v,1,v1spia--1-,uall uallau uallat,uallo
27984,u0068,uallum,n,1,n-s---nn2-,uall,uallum
27986,u0073,uanesco,v,1,v1spia--3-,uanesc - -,uanesco
27988,u0087,uanus,a,1,aps---mn1-,uan uan uan,uanus
27913,u1018,unctio,n,1,n-s---fn3-,unction,unctio
27915,u1026,uncus,a,1,aps---mn1-,unc unc unc,uncus
27914,u1026,uncus,n,1,n-s---mn2-,unc,uncus
27917,u1031,unde,r,1,rp--------,,unde
27918,u1064,undique,r,1,rp--------,,undique
27920,u1076,unguedo,n,1,n-s---fn3-,unguedin,unguedo
27921,u1077,unguen,n,1,n-s---nn3-,unguin,unguen
27922,u1080,unguentum,n,1,n-s---nn2-,unguent,unguentum
27927,u7096,unicornuus,n,1,n-s---mn2-,unicornu,unicornuus
27931,u1111,unio,v,1,v1spia--4-,un uniu unit,unio
27932,u1119,unitas,n,1,n-s---fn3-,unitat,unitas
27934,u1125,uniuersitas,n,1,n-s---fn3-,uniuersitat,uniuersitas
27987,u0080,uanitas,n,1,n-s---fn3-,uanitat,uanitas
27954,u9985,usus,n,1,n-s---mn4-,us,usus
27924,u1246,ungula,n,1,n-s---fn1-,ungul,ungula
57221,i0829,incanus,a,0,aps---mn1-,incan incan incan,incanus
122327,122327,pomulum,n,0,n-s---nn2-,pomul,pomulum
28010,28010,uehementer,r,1,rp--------,uehement,uehementer
28021,28021,uelociter,r,1,rp--------,ueloc,uelociter
28049,28049,ueraciter,r,1,rp--------,,ueraciter
28055,28055,uere,r,1,rp--------,,uere
28065,28065,uerniliter,r,1,rp--------,,uerniliter
28066,28066,uero,r,1,rp--------,,uero
28044,28044,Venus,n,1,n-s---fn3-,Vener,Venus
28035,28035,Venetia,n,1,n-s---fn1-,Veneti,Venetia
28042,u0328,uentus,n,1,n-s---mn2-,uent,uentus
27993,u0118,uarietas,n,1,n-s---fn3-,uarietat,uarietas
27995,u0121,uarix,n,1,n-s---cn3-,uaric,uarix
27998,u0156,uaticinatio,n,1,n-s---fn3-,uaticination,uaticinatio
27999,u0157,uaticinator,n,1,n-s---mn3-,uaticinator,uaticinator
28000,u0159,uaticinium,n,1,n-s---nn2-,uaticini,uaticinium
28002,u0162,uatillum,n,1,n-s---nn2-,uatill,uatillum
28003,u0180,uecors,a,1,aps---an3-,uecord uecord uecord,uecors
28004,u0187,uectigal,n,1,n-s---nn3i,uectigal,uectigal
28007,u0203,uegeto,v,1,v1spia--1-,ueget uegetau uegetat,uegeto
28008,u0204,uegetus,a,1,aps---mn1-,ueget ueget ueget,uegetus
28011,u0216,uehiculum,n,1,n-s---nn2-,uehicul,uehiculum
28012,u0217,ueho,v,1,v1spia--3-,ueh uex uect,ueho
28013,u0222,uelamen,n,1,n-s---nn3-,uelamin,uelamen
28014,u0223,uelamentum,n,1,n-s---nn2-,uelament,uelamentum
28019,u0248,uelo,v,1,v1spia--1-,uel uelau uelat,uelo
28020,u0249,uelocitas,n,1,n-s---fn3-,uelocitat,uelocitas
28022,u0251,uelum,n,1,n-s---nn2-,uel,uelum
28023,u0253,uena,n,1,n-s---fn1-,uen,uena
28024,u0261,uenatio,n,1,n-s---fn3-,uenation,uenatio
28025,u0262,uenator,n,1,n-s---mn3-,uenator,uenator
28027,u9980,uenatus,n,1,n-s---mn4-,uenat,uenatus
28028,u0270,uenditio,n,1,n-s---fn3-,uendition,uenditio
28029,u0272,uenditor,n,1,n-s---mn3-,uenditor,uenditor
28030,u0274,uendo,v,1,v1spia--3-,uend uendid uendit,uendo
28031,u0276,ueneficium,n,1,n-s---nn2-,uenefici,ueneficium
28032,u0283,uenenum,n,1,n-s---nn2-,uenen,uenenum
28036,u0296,uenia,n,1,n-s---fn1-,ueni,uenia
28037,u0300,uenio,v,1,v1spia--4-,uen uen uent,uenio
28039,u0304,uenter,n,1,n-s---mn3-,uentr,uenter
28040,u0309,uentilo,v,1,v1spia--1-,uentil uentilau uentilat,uentilo
28041,u0503,uentriculus,n,1,n-s---mn2-,uentricul,uentriculus
28045,u0333,uenustas,n,1,n-s---fn3-,uenustat,uenustas
28046,u0334,uenusto,v,1,v1spia--1-,uenust uenustau uenusta,uenusto
28047,u0336,uenustus,a,1,aps---mn1-,uenust uenust uenust,uenustus
28048,u0342,uer,n,1,n-s---nn3-,uer,uer
28052,u0362,uerbero,n,1,n-s---mn3-,uerberon,uerbero
28053,u0361,uerbero,v,1,v1spia--1-,uerber uerberau uerberat,uerbero
28056,u9365,uerecundia,n,1,n-s---fn1-,uerecundi,uerecundia
28060,u0378,ueriloquium,n,1,n-s---nn2-,ueriloqui,ueriloquium
28061,u0381,ueritas,n,1,n-s---fn3-,ueritat,ueritas
28062,u0387,uermiculus,n,1,n-s---mn2-,uermicul,uermiculus
28064,u0514,uernaculus,a,1,aps---mn1-,uernacul uernacul uernacul,uernaculus
28067,u0413,uerpa,n,1,n-s---fn1-,uerp,uerpa
45430,i0834,incarceratus,a,0,aps---mn1-,incarcerat incarcerat incarcerat,incarceratus
113475,i0830,incapabilis,a,0,aps---cn3i,incapabil incapabil incapabil,incapabilis
128172,s2788,subcontinuatio,n,0,n-s---fn3-,subcontinuation,subcontinuatio
28107,u0556,uexillum,n,1,n-s---nn2-,uexill,uexillum
28139,u0729,uinum,n,1,n-s---nn2-,uin,uinum
28081,28081,uerum,r,1,rp--------,,uerum
28102,28102,uetus,a,1,aps---an3-,ueter ueter ueter,uetus
122332,122332,ponderans,a,0,aps---an3i,ponderant ponderant ponderant,ponderans
28076,u0444,uertebra,n,1,n-s---fn1-,uertebr,uertebra
28077,u0446,uertex,n,1,n-s---mn3-,uertic,uertex
28079,u0459,uerto,v,1,v1spia--3-,uert uert uers,uerto
28080,u0462,ueru,n,1,n-s---nn4-,uer,ueru
28082,u0469,uerus,a,1,aps---mn1-,uer uer uer,uerus
28083,u0472,uesania,n,1,n-s---fn1-,uesani,uesania
28084,u0474,uesanus,a,1,aps---mn1-,uesan uesan uesan,uesanus
28085,u0478,uescus,a,1,aps---mn1-,uesc uesc uesc,uescus
28086,u0479,uesica,n,1,n-s---fn1-,uesic,uesica
28090,u0487,uespera,n,1,n-s---fn1-,uesper,uespera
28093,u0498,uestibulum,n,1,n-s---nn2-,uestibul,uestibulum
28094,u0509,uestigium,n,1,n-s---nn2-,uestigi,uestigium
28095,u0510,uestigo,v,1,v1spia--1-,uestig uestigau uestigat,uestigo
28096,u0511,uestimentum,n,1,n-s---nn2-,uestiment,uestimentum
28097,u0512,uestio,v,1,v1spia--4-,uest uesti uestit,uestio
28098,u0515,uestis,n,1,n-s---fn3i,uest,uestis
28099,u9983,uestitus,n,1,n-s---mn4-,uestit,uestitus
28101,u0539,ueto,v,1,v1spia--1-,uot uetu uetit,ueto
28103,u0544,uetustas,n,1,n-s---fn3-,uetustat,uetustas
28104,u0546,uetustus,a,1,aps---mn1-,uetust uetust uetust,uetustus
28105,u0549,uexatio,n,1,n-s---fn3-,uexation,uexatio
28106,u0553,uexillarius,n,1,n-s---mn2-,uexillari,uexillarius
28108,u0557,uexo,v,1,v1spia--1-,uex uexau uexat,uexo
28109,u0558,uia,n,1,n-s---fn1-,ui,uia
28111,u9574,uibro,v,1,v1spia--1-,uibr uibrau uibrat,uibro
28114,u0600,uicinitas,n,1,n-s---fn3-,uicinitat,uicinitas
28117,u0615,uictoria,n,1,n-s---fn1-,uictori,uictoria
28118,u9986,uictus,n,1,n-s---mn4-,uict,uictus
28119,u1342,uicus,n,1,n-s---mn2-,uic,uicus
28121,u0626,uideo,v,1,v1spia--2-,uid uid uis,uideo
28122,u0629,uiduitas,n,1,n-s---fn3-,uiduitat,uiduitas
28123,u0630,uidulus,n,1,n-s---mn2-,uidul,uidulus
28124,u0633,uiduus,a,1,aps---mn1-,uidu uidu uidu,uiduus
28125,u0635,uieo,v,1,v1spia--2-,ui - uiet,uieo
28126,u0638,uigil,a,1,aps---an3-,uigil uigil uigil,uigil
28127,u0989,uigilia,n,1,n-s---fn1-,uigili,uigilia
28129,u0662,uilla,n,1,n-s---fn1-,uill,uilla
28130,u0672,uimen,n,1,n-s---nn3-,uimin,uimen
28131,u0685,uincio,v,1,v1spia--4-,uinc uinx uinct,uincio
28132,u0688,uinco,v,1,v1spia--3-,uinc uic uict,uinco
28133,u0692,uinculum,n,1,n-s---nn2-,uincul,uinculum
28135,u0701,uindex,n,1,n-s---cn3-,uindic,uindex
28136,u0707,uindico,v,1,v1spia--1-,uindic uindicau uindicat,uindico
28137,u0708,uindicta,n,1,n-s---fn1-,uindict,uindicta
28138,u1245,uinea,n,1,n-s---fn1-,uine,uinea
28140,u0732,uiola,n,1,n-s---fn1-,uiol,uiola
28141,u1078,uiolatio,n,1,n-s---fn3-,uiolation,uiolatio
28142,u0738,uiolator,n,1,n-s---mn3-,uiolator,uiolator
28072,u0438,uerso,v,1,v1spia--1-,uers uersau uersat,uerso
28113,u0599,uicinia,n,1,n-s---fn1-,uicini,uicinia
28070,u0418,uerruca,n,1,n-s---fn1-,uerruc,uerruca
28198,28198,uolucris,n,1,n-s---fn3i,uolucr,uolucris
122382,122382,porculaena,n,0,n-s---fn1-,porculaen,porculaena
28160,u0817,uiscum,n,1,n-s---nn2-,uisc,uiscum
28215,28215,uulgatus,a,1,aps---mn1-,uulgat uulgat uulgat,uulgatus
28213,28213,Vulcanus,n,1,n-s---mn2-,Vulcan,Vulcanus
122438,122438,postdelictum,n,0,n-s---nn2-,postdelict,postdelictum
28196,u1175,uolubilitas,n,1,n-s---fn3-,uolubilitat,uolubilitas
28199,u1182,uolumen,n,1,n-s---nn3-,uolumin,uolumen
28200,u1185,uoluntas,n,1,n-s---fn3-,uoluntat,uoluntas
28201,u1193,uoluptas,n,1,n-s---fn3-,uoluptat,uoluptas
28203,28203,uomer,n,1,n-s---mn3-,uomer,uomer
28204,u7205,uomica,n,1,n-s---fn1-,uomic,uomica
28205,u1209,uomitio,n,1,n-s---fn3-,uomition,uomitio
28208,u1216,uoracitas,n,1,n-s---fn3-,uoracitat,uoracitas
28209,u1218,uorago,n,1,n-s---fn3-,uoragin,uorago
28210,u1222,uoro,v,1,v1spia--1-,uor uorau uorat,uoro
28211,u9882,uotum,n,1,n-s---nn2-,uot,uotum
28146,u0744,uiolo,v,1,v1spia--1-,uiol uiolau uiolat,uiolo
28147,u0745,uipera,n,1,n-s---fn1-,uiper,uipera
28148,u0750,uir,n,1,n-s---mn2r,uir,uir
28149,u0759,uirga,n,1,n-s---fn1-,uirg,uirga
28150,u0771,uirginitas,n,1,n-s---fn3-,uirginitat,uirginitas
28151,u0773,uirgo,n,1,n-s---fn3-,uirgin,uirgo
28155,u0796,uiritim,r,1,rp--------,,uiritim
28156,u0797,uiror,n,1,n-s---mn3-,uiror,uiror
28158,u0803,uirus,n,1,n-s---nn2-,uir,uirus
28159,u0804,uis,n,1,n-s---fn3-,uis,uis
28162,u0818,uisibilis,a,1,aps---cn3i,uisibil uisibil uisibil,uisibilis
28145,u0740,uiolentus,a,1,aps---mn1-,uiolent uiolent uiolent,uiolentus
28163,u0822,uisio,n,1,n-s---fn3-,uision,uisio
28164,u0824,uisitatio,n,1,n-s---fn3-,uisitation,uisitatio
28166,u0826,uisito,v,1,v1spia--1-,uisit uisitau uisitat,uisito
28167,u0827,uiso,v,1,v1spia--3-,uis uis uis,uiso
28168,u9988,uisum,n,1,n-s---nn2-,uis,uisum
28169,u9988,uisus,n,1,n-s---mn4-,uis,uisus
28170,u0835,uita,n,1,n-s---fn1-,uit,uita
28173,u0865,uitio,v,1,v1spia--1-,uiti uitiau uitiat,uitio
28174,u0869,uitis,n,1,n-s---fn3i,uit,uitis
28176,u0872,uito,v,1,v1spia--1-,uit uitau uitat,uito
28177,u0880,uitricus,n,1,n-s---mn2-,uitric,uitricus
28178,u0882,uitta,n,1,n-s---fn1-,uitt,uitta
28179,u0889,uitulus,n,1,n-s---mn2-,uitul,uitulus
28180,u0891,uituperatio,n,1,n-s---fn3-,uituperation,uituperatio
28182,u1006,uiuesco,v,1,v1spia--3-,uiuesc uix -,uiuesco
28183,u0913,uiuo,v,1,v1spia--3-,uiu uix uict,uiuo
28184,u0914,uiuus,a,1,aps---mn1-,uiu uiu uiu,uiuus
28185,u0915,uix,r,1,rp--------,,uix
28186,u1138,uocabulum,n,1,n-s---nn2-,uocabul,uocabulum
28187,u1139,uocalis,a,1,aps---cn3i,uocal uocal uocal,uocalis
28188,u1142,uocatio,n,1,n-s---fn3-,uocation,uocatio
28192,u1151,uocito,v,1,v1spia--1-,uocit uocitau uocitat,uocito
28193,u1152,uoco,v,1,v1spia--1-,uoc uocau uocat,uoco
28217,u1364,uulgo,r,1,rp--------,,uulgo
28216,u1363,uulgo,v,1,v1spia--1-,uulg uulgau uulgat,uulgo
98876,i0840,incastigatus,a,0,aps---mn1-,incastigat incastigat incastigat,incastigatus
28230,z0015,zelus,n,1,n-s---mn2-,zel,zelus
122502,122502,potiendus,a,0,aps---mn1-,potiend potiend potiend,potiendus
28257,l0988,logica,n,0,n-s---fn1-,logic,logica
19294,a0506,adaquo,v,1,v1spia--1-,adaqu - adaquat,adaquo
28243,28243,amminister,n,0,n-s---mn2r,amministr,amminister
28275,28275,ammulco,v,0,v1spia--1-,ammulc - -,ammulco
28258,28258,cicilendrum,n,0,n-s---nn2-,cicilendr,cicilendrum
28268,28268,clandestinitas,n,0,n-s---fn3-,clandestinitat,clandestinitas
28250,28250,coena,n,0,n-s---fn1-,coen,coena
28261,28261,croto,n,0,n-s---fn3-,croton,croto
28267,28267,culpandum,n,0,n-s---nn2-,culpand,culpandum
28262,28262,existentialismus,n,0,n-s---mn2-,existentialism,existentialismus
28248,28248,hypnosis,n,0,n-s---fn3-,hypnos,hypnosis
28249,28249,repulsiuus,a,0,aps---mn1-,repulsiu repulsiu repulsiu,repulsiuus
28239,28239,semirefetcus,a,0,aps---mn1-,semirefetc semirefetc semirefetc,semirefetcus
28237,28237,soldurius,n,1,n-s---mn2-,solduri,soldurius
28259,28259,summonio,v,0,v1spia--4-,summon summoniu summonit,summonio
28279,28279,uenenatus,a,0,aps---mn1-,uenenat uenenat uenenat,uenenatus
28285,28285,uerticitas,n,0,n-s---fn3-,uerticitat,uerticitas
28241,28241,zoologia,n,0,n-s---fn1-,zoologi,zoologia
28218,u1365,uulgus,n,1,n-s---nn2-,uulgus,uulgus
28256,28256,adplicatus,a,0,aps---mn1-,adplicat adplicat adplicat,adplicatus
28219,u1370,uulnero,v,1,v1spia--1-,uulner uulnerau uulnerat,uulnero
28220,u1373,uulnus,n,1,n-s---nn3-,uulner,uulnus
28240,a2776,arealis,a,0,aps---cn3i,areal areal areal,arealis
28253,b0675,bucale,n,0,n-s---nn3i,bucal,bucale
28277,c9235,caligatus,a,0,aps---mn1-,caligat caligat caligat,caligatus
28224,u1385,uulturius,n,1,n-s---mn2-,uulturi,uulturius
28236,c0640,carfiathum,n,0,n-s---nn2-,carfiath,carfiathum
28225,u1418,uultus,n,1,n-s---mn4-,uult,uultus
28227,x0015,xiphias,n,1,n-s---mn1g,xiphi,xiphias
28260,c0676,carniger,a,0,aps---mn1r,carniger carniger carniger,carniger
28233,z0032,zodiacus,n,1,n-s---mn2-,zodiac,zodiacus
28234,z0035,zona,n,1,n-s---fn1-,zon,zona
28255,c1253,ceromaticus,a,0,aps---mn1-,ceromatic ceromatic ceromatic,ceromaticus
28271,c1407,chartula,n,0,n-s---fn1-,chartul,chartula
28265,c9997,coacta,n,0,n-p---nn2-,coact,coacta
28264,c2635,commemoratorium,n,0,n-s---nn2-,commemoratori,commemoratorium
28235,c3276,conflictatrix,n,0,n-s---fn3-,conflictatric,conflictatrix
28280,c3661,consumptrix,n,0,n-s---fn3-,consumptric,consumptrix
28269,c4466,crustosus,a,0,aps---mn1-,crustos crustos crustos,crustosus
28238,e0724,epidicticus,a,0,aps---mn1-,epidictic epidictic epidictic,epidicticus
28286,g0025,galbinus,a,0,aps---mn1-,galbin galbin galbin,galbinus
28281,h0048,haereticus,a,0,aps---mn1-,haeretic haeretic haeretic,haereticus
28242,h0556,horarium,n,0,n-s---nn2-,horari,horarium
28270,m0714,mendaciunculum,n,0,n-s---nn2-,mendaciuncul,mendaciunculum
28247,o1024,ornithotrophion,n,0,n-s---nn2g,ornithotrophi,ornithotrophion
28283,p2176,plebiscitum,n,0,n-s---nn2-,plebiscit,plebiscitum
28284,s1911,solitarius,a,0,aps---mn1-,solitari solitari solitari,solitarius
28244,t1802,turpiculus,a,0,aps---mn1-,turpicul turpicul turpicul,turpiculus
28295,28295,adparitura,n,0,n-s---fn1-,adparitur,adparitura
28335,28335,arruo,v,0,v1spia--3-,arru arru arrut,arruo
28345,28345,auctumnitas,n,0,n-s---fn3-,auctumnitat,auctumnitas
28322,28322,bicoxus,a,0,aps---mn1-,bicox bicox bicox,bicoxus
28329,28329,bouista,n,0,n-s---fn1-,bouist,bouista
28302,28302,cacometrus,a,0,aps---mn1-,cacometr cacometr cacometr,cacometrus
28314,28314,camelopodium,n,0,n-s---nn2-,camelopodi,camelopodium
28311,28311,conbustum,n,0,n-s---nn2-,conbust,conbustum
28293,28293,coxim,r,0,rp--------,,coxim
28308,28308,cruppellarii,n,0,n-p---mn2-,cruppellari,cruppellarii
28338,28338,culiola,n,0,n-s---fn1-,culiol,culiola
28312,28312,disceptio,n,0,n-s---fn3-,disception,disceptio
28325,28325,educatiuus,a,0,aps---mn1-,educatiu educatiu educatiu,educatiuus
28349,28349,incestuose,r,0,rp--------,,incestuose
28328,28328,itinero,v,0,v1spia--1-,itiner itinerau itinerat,itinero
28304,28304,millesimum,r,0,rp--------,,millesimum
28343,a1304,albuelis,n,0,n-s---fn3i,albuel,albuelis
28320,28320,molctaticus,a,0,aps---mn1-,molctatic molctatic molctatic,molctaticus
28341,28341,omnipraesens,a,0,aps---an3-,omnipraesent omnipraesent omnipraesent,omnipraesens
28303,28303,perpendiculariter,r,0,rp--------,,perpendiculariter
28348,28348,priusquam,r,0,rp--------,,priusquam
28301,28301,promtus,a,0,aps---mn1-,promt promt promt,promtus
28297,28297,somniculose,r,0,rp--------,,somniculose
28296,a1398,allecto,v,0,v1spia--1-,allect allectau allectat,allecto
28289,a2010,angustum,n,0,n-s---nn2-,angust,angustum
28339,28339,taetre,r,0,rp--------,culiol,taetre
28330,28330,tubineus,a,0,aps---mn1-,tubine tubine tubine,tubineus
28346,a3150,assessorium,n,0,n-s---nn2-,assessori,assessorium
28292,28292,adiacens,a,0,aps---an3-,adiacent adiacent adiacent,adiacens
28342,b0212,bebra,n,1,n-s---fn1-,bebr,bebra
28323,b0515,bombio,v,0,v1spia--4-,bomb bombiu bombit,bombio
28305,b0581,brabilla,n,0,n-s---fn1-,brabill,brabilla
28287,c0553,capripes,a,0,aps---an3-,capriped capriped capriped,capripes
