991,submutatio,n,0,n-s---fn3-,submutation,submutatio
131015,u0125,uarus,n,0,n-s---mn2-,uar,uarus
131017,u0129,uasatus,a,0,aps---mn1-,uasat uasat uasat,uasatus
131018,u0130,uascellum,n,0,n-s---nn2-,uascell,uascellum
131019,u0131,uascio,n,0,n-s---mn3-,uascion,uascio
131020,u0134,uascus,a,0,aps---mn1-,uasc uasc uasc,uascus
131021,u0135,uasifer,n,0,n-s---mn2r,uasifer,uasifer
131022,u0136,uaso,n,0,n-s---mn3-,uason,uaso
131024,u0138,uaspix,n,0,n-s---fn3-,uaspic,uaspix
131025,u0139,uastabundus,a,0,aps---mn1-,uastabund uastabund uastabund,uastabundus
131028,u0144,uastesco,v,0,v1spia--3-,,uastesco
131029,u0147,uastities,n,0,n-s---fn5-,uastiti,uastities
131030,u0148,uastito,v,0,v1spia--1-,uastit uastitau uastitat,uastito
131031,u0151,uastulus,a,0,aps---mn1-,uastul uastul uastul,uastulus
131033,u0153,uatax,a,0,aps---an3-,uatac uatac uatac,uatax
131034,u0163,uatia,n,0,n-s---mn1-,uati,uatia
114186,i1615,infloresco,v,0,v1spia--3-,infloresc infloru -,infloresco
107703,d1622,dinoscibilis,a,0,aps---cn3i,dinoscibil dinoscibil dinoscibil,dinoscibilis
131049,131049,uea,n,0,n-s---fn1-,ue,uea
131051,131051,uecorditer,r,0,rp--------,,uecorditer
131055,131055,uectator,n,0,n-s---mn3-,uectator,uectator
131058,131058,uectifer,a,0,aps---mn1r,uectifer uectifer uectifer,uectifer
131060,131060,uectitatus,a,0,aps---mn1-,uectitat uectitat uectitat,uectitatus
114188,i1616,influus,a,0,aps---mn1-,influ influ influ,influus
131065,131065,uectus,a,0,aps---mn1-,uect uect uect,uectus
131066,131066,ueemens,a,0,aps---an3i,ueement ueement ueement,ueemens
131067,131067,uefaba,n,0,n-s---fn1-,uefab,uefaba
131068,131068,uegeiia,n,0,n-s---fn1-,uegeii,uegeiia
131072,131072,ueha,n,0,n-s---fn1-,ueh,ueha
131079,131079,uehicularius,n,0,n-s---mn2-,uehiculari,uehicularius
131081,131081,uehis,n,0,n-s---fn3i,ueh,uehis
131083,131083,uelamenta,n,0,n-p---nn2-,uelament,uelamenta
131087,131087,uelato,r,0,rp--------,,uelato
131089,131089,uelatus,a,0,aps---mn1-,uelat uelat uelat,uelatus
131090,131090,uelificatus,a,0,aps---mn1-,uelificat uelificat uelificat,uelificatus
131094,131094,uelitares,n,0,n-p---mn3i,uelitar,uelitares
131095,131095,uelitatus,a,0,aps---mn1-,uelitat uelitat uelitat,uelitatus
131096,131096,uelito,v,0,v1spia--1-,uelit uelitau uelitat,uelito
131098,131098,uella,n,0,n-s---fn1-,uell,uella
131099,131099,uellatio,n,0,n-s---fn3-,uellation,uellatio
131100,131100,uellatura,n,0,n-s---fn1-,uellatur,uellatura
131101,131101,uellearis,a,0,aps---cn3i,uellear uellear uellear,uellearis
131104,131104,uelosus,a,0,aps---mn1-,uelos uelos uelos,uelosus
131105,131105,uelumen,n,0,n-s---nn3-,uelumin,uelumen
131103,131103,uellus,n,0,n-s---mn2-,uell,uellus
131047,u0175,udo,n,0,n-s---mn3-,udon,udo
131046,u0174,udo,v,0,v1spia--1-,ud udau udat,udo
131048,u0176,udor,n,0,n-s---mn3-,udor,udor
131053,u0182,uectabulum,n,0,n-s---nn2-,uectabul,uectabulum
131054,u0183,uectaculum,n,0,n-s---nn2-,uectacul,uectaculum
131059,u0189,uectigaliarius,n,0,n-s---mn2-,uectigaliari,uectigaliarius
131061,u0192,uectito,v,0,v1spia--1-,uectit uectitau uectitat,uectito
131062,u0196,uectrix,n,0,n-s---fn3-,uectric,uectrix
131063,u0206,uecturarius,a,0,aps---mn1-,uecturari uecturari uecturari,uecturarius
131064,u0214,uecturarius,n,0,n-s---mn2-,uecturari,uecturarius
131069,u0199,uegetabilis,a,0,aps---cn3i,uegetabil uegetabil uegetabil,uegetabilis
131070,u0200,uegetamen,n,0,n-s---nn3-,uegetamin,uegetamen
131071,u0202,uegetator,n,0,n-s---mn3-,uegetator,uegetator
131073,u0207,uehatio,n,0,n-s---fn3-,uehation,uehatio
131074,u0208,uehela,n,0,n-s---fn1-,uehel,uehela
131076,u0211,uehementia,n,0,n-s---fn1-,uehementi,uehementia
131077,u0213,uehicularis,a,0,aps---cn3i,uehicular uehicular uehicular,uehicularis
131080,u0215,uehiculatio,n,0,n-s---fn3-,uehiculation,uehiculatio
131082,u0220,uela,n,0,n-s---fn1-,uel,uela
131084,u0224,uelaris,a,0,aps---cn3i,uelar uelar uelar,uelaris
131085,u0225,uelarius,n,0,n-s---mn2-,uelari,uelarius
131086,u0227,uelatio,n,0,n-s---fn3-,uelation,uelatio
131088,u9974,uelatura,n,0,n-s---fn1-,uelatur,uelatura
131092,u0234,uelificus,a,0,aps---mn1-,uelific uelific uelific,uelificus
131093,u0235,ueliger,a,0,aps---mn1r,ueliger ueliger ueliger,ueliger
131097,u0239,ueliuolans,a,0,aps---an3i,ueliuolant ueliuolant ueliuolant,ueliuolans
131107,u0255,uenaliciarius,n,0,n-s---mn2-,uenaliciari,uenaliciarius
34240,i1617,influo,v,0,v1spia--3-,influ influx influx,influo
107720,107720,diphyes,n,0,n-s---fn3i,diphy,diphyes
107725,107725,dipsacus,n,0,n-s---fn2-,dipsac,dipsacus
131109,131109,uenans,a,0,aps---an3i,uenant uenant uenant,uenans
131111,131111,uenatilis,a,0,aps---cn3i,uenatil uenatil uenatil,uenatilis
131112,131112,uenatitius,a,0,aps---mn1-,uenatiti uenatiti uenatiti,uenatitius
131113,131113,uenatiuus,a,0,aps---mn1-,uenatiu uenatiu uenatiu,uenatiuus
131116,131116,uenatus,a,0,aps---mn1-,uenat uenat uenat,uenatus
131117,131117,uendibiliter,r,0,rp--------,,uendibiliter
131118,131118,uendico,v,0,v1spia--1-,uendic uendicau uendicat,uendico
131120,131120,uenditus,a,0,aps---mn1-,uendit uendit uendit,uenditus
131123,131123,uenenata,n,0,n-p---nn2-,uenenat,uenenata
131125,131125,uenenifer,n,0,n-s---mn2r,uenenifer,uenenifer
131126,131126,uenenose,r,0,rp--------,,uenenose
131129,131129,uenerabiliter,r,0,rp--------,,uenerabiliter
131131,131131,ueneratus,a,0,aps---mn1-,uenerat uenerat uenerat,ueneratus
131132,131132,uenerosus,a,0,aps---mn1-,ueneros ueneros ueneros,uenerosus
131134,131134,ueniabiliter,r,0,rp--------,,ueniabiliter
131136,131136,uenialiter,r,0,rp--------,,uenialiter
131138,131138,uenitus,a,0,aps---mn1-,uenit uenit uenit,uenitus
131139,131139,ueno,v,0,v1spia--1-,uen uenau uenat,ueno
131140,131140,uensica,n,0,n-s---fn1-,uensic,uensica
131146,131146,uentisonax,n,0,n-s---mn3-,uentisonac,uentisonax
131148,131148,uentor,n,0,n-s---mn3-,uentor,uentor
131150,131150,uentose,r,0,rp--------,,uentose
131160,131160,uentriculum,n,0,n-s---nn2-,uentricul,uentriculum
131164,131164,uentriloquus,a,0,aps---mn1-,uentriloqu uentriloqu uentriloqu,uentriloquus
131165,131165,uentrosus,a,0,aps---mn1-,uentros uentros uentros,uentrosus
131166,131166,uentruosus,a,0,aps---mn1-,uentruos uentruos uentruos,uentruosus
131167,131167,uenturus,a,0,aps---mn1-,uentur uentur uentur,uenturus
131168,u9981,uentus,n,0,n-s---mn4-,uent,uentus
131115,u9975,uenatura,n,0,n-s---fn1-,uenatur,uenatura
131119,u0267,uenditarius,a,0,aps---mn1-,uenditari uenditari uenditari,uenditarius
131121,u0275,ueneficiolum,n,0,n-s---nn2-,ueneficiol,ueneficiolum
131122,u0278,uenenarius,a,0,aps---mn1-,uenenari uenenari uenenari,uenenarius
131124,u0279,uenenator,n,0,n-s---mn3-,uenenator,uenenator
131133,u0297,ueniabilis,a,0,aps---cn3i,ueniabil ueniabil ueniabil,ueniabilis
131135,u0298,uenialis,a,0,aps---cn3i,uenial uenial uenial,uenialis
131137,u0299,uenilia,n,0,n-s---fn1-,uenili,uenilia
131141,u0305,uentigenus,a,0,aps---mn1-,uentigen uentigen uentigen,uentigenus
131143,u0307,uentilatio,n,0,n-s---fn3-,uentilation,uentilatio
131144,u0308,uentilator,n,0,n-s---mn3-,uentilator,uentilator
131145,u0310,uentio,n,0,n-s---fn3-,uention,uentio
131147,u0313,uento,v,0,v1spia--1-,uent uentau uenta,uento
131149,u0314,uentosa,n,0,n-s---fn1-,uentos,uentosa
131151,u9313,uentositas,n,0,n-s---fn3-,uentositat,uentositas
131152,u0315,uentrale,n,0,n-s---nn3i,uentral,uentrale
131154,u0316,uentricola,n,0,n-s---mn1-,uentricol,uentricola
131156,u0226,uentricula,n,0,n-s---fn1-,uentricul,uentricula
131157,u0318,uentriculatio,n,0,n-s---fn3-,uentriculation,uentriculatio
131158,u0319,uentriculosus,a,0,aps---mn1-,uentriculos uentriculos uentriculos,uentriculosus
131159,u0320,uentricultor,n,0,n-s---mn3-,uentricultor,uentricultor
131162,u0323,uentrifluus,a,0,aps---mn1-,uentriflu uentriflu uentriflu,uentrifluus
131163,u0324,uentrigo,v,0,v1spia--1-,uentrig uentrigau uentrigat,uentrigo
114189,i1619,influxio,n,0,n-s---fn3-,influxion,influxio
107705,d1629,diobolaria,n,0,n-s---fn1-,diobolari,diobolaria
131171,u0470,uenus,n,1,n-s---mn4-,uen,uenus
131173,131173,ueper,n,0,n-s---mn2-,uepr,ueper
131176,131176,uepris,n,0,n-s---mn3i,uepr,uepris
131177,131177,ueratrix,n,0,n-s---fn3-,ueratric,ueratrix
131179,131179,uerbaliter,r,0,rp--------,,uerbaliter
131182,131182,uerbenae,n,0,n-p---fn1-,uerben,uerbenae
131185,131185,uerbenna,n,0,n-s---fn1-,uerbenn,uerbenna
131190,131190,uerberatus,a,0,aps---mn1-,uerberat uerberat uerberat,uerberatus
131193,131193,uerbigena,a,0,aps---cn1-,uerbigen uerbigen uerbigen,uerbigena
131195,131195,uerbiloquium,n,0,n-s---nn2-,uerbiloqui,uerbiloquium
131200,131200,uerdiarium,n,0,n-s---nn2-,uerdiari,uerdiarium
131201,131201,uerecunditer,r,0,rp--------,,uerecunditer
131205,131205,ueredicus,a,0,aps---mn1-,ueredic ueredic ueredic,ueredicus
131206,131206,uerens,a,0,aps---an3i,uerent uerent uerent,uerens
131207,131207,uerenter,r,0,rp--------,,uerenter
131208,131208,ueretillum,n,0,n-s---nn2-,ueretill,ueretillum
131211,131211,ueridice,r,0,rp--------,,ueridice
131213,131213,ueriloquax,a,0,aps---an3i,ueriloquac ueriloquac ueriloquac,ueriloquax
131215,131215,uerisimiliter,r,0,rp--------,,uerisimiliter
131216,131216,ueritus,a,0,aps---mn1-,uerit uerit uerit,ueritus
131218,131218,uermiculate,r,0,rp--------,,uermiculate
131226,131226,uermiosus,a,0,aps---mn1-,uermios uermios uermios,uermiosus
131227,131227,uernaclus,n,0,n-s---mn2-,uernacl,uernaclus
131229,131229,uernaculi,n,0,n-p---mn2-,uernacul,uernaculi
131231,131231,uernaliter,r,0,rp--------,,uernaliter
131233,131233,uernemetes,n,0,n-s---mn3i,uernemet,uernemetes
131237,131237,uerniroseus,a,0,aps---mn1-,uernirose uernirose uernirose,uerniroseus
131174,u0338,uepraticus,a,0,aps---mn1-,uepratic uepratic uepratic,uepraticus
131175,u0341,uepretum,n,0,n-s---nn2-,uepret,uepretum
131178,u0345,uerbalis,a,0,aps---cn3i,uerbal uerbal uerbal,uerbalis
131181,u0349,uerbenaca,n,0,n-s---fn1-,uerbenac,uerbenaca
131183,u0350,uerbenarius,n,0,n-s---mn2-,uerbenari,uerbenarius
131184,u0351,uerbenatus,a,0,aps---mn1-,uerbenat uerbenat uerbenat,uerbenatus
131187,u0354,uerberabundus,a,0,aps---mn1-,uerberabund uerberabund uerberabund,uerberabundus
131188,u0355,uerberatio,n,0,n-s---fn3-,uerberation,uerberatio
131189,u0356,uerberator,n,0,n-s---mn3-,uerberator,uerberator
131192,u0363,uerbificatio,n,0,n-s---fn3-,uerbification,uerbificatio
131194,u0365,uerbigero,v,0,v1spia--1-,uerbiger - uerbigerat,uerbigero
131196,u0367,uerbositas,n,0,n-s---fn3-,uerbositat,uerbositas
131198,u9361,uerbotenus,r,0,rp--------,,uerbotenus
131199,u9362,uerbulum,n,0,n-s---nn2-,uerbul,uerbulum
131204,u9367,ueredarius,n,0,n-s---mn2-,ueredari,ueredarius
131214,u0379,ueriloquus,a,0,aps---mn1-,ueriloqu ueriloqu ueriloqu,ueriloquus
131217,u0383,uermesco,v,0,v1spia--3-,,uermesco
131221,u0386,uermiculosus,a,0,aps---mn1-,uermiculos uermiculos uermiculos,uermiculosus
131222,u0388,uermifluus,a,0,aps---mn1-,uermiflu uermiflu uermiflu,uermifluus
131223,u0389,uermigeratus,a,0,aps---mn1-,uermigerat uermigerat uermigerat,uermigeratus
131225,u0393,uerminosus,a,0,aps---mn1-,uerminos uerminos uerminos,uerminosus
131228,u0587,uernacula,n,0,n-s---fn1-,uernacul,uernacula
131232,u0398,uernatio,n,0,n-s---fn3-,uernation,uernatio
131234,u0399,uernicomus,a,0,aps---mn1-,uernicom uernicom uernicom,uernicomus
131235,u0400,uernifer,a,0,aps---mn1r,uernifer uernifer uernifer,uernifer
114198,i1625,informidatus,a,0,aps---mn1-,informidat informidat informidat,informidatus
107706,d1628,diobolaris,a,0,aps---cn3i,diobolar diobolar diobolar,diobolaris
131241,131241,uerosus,a,0,aps---mn1-,ueros ueros ueros,uerosus
131243,131243,uerrucaria,n,0,n-s---fn1-,uerrucari,uerrucaria
131245,131245,uersans,a,0,aps---an3i,uersant uersant uersant,uersans
131246,131246,uersicapillus,n,0,n-s---mn2-,uersicapill,uersicapillus
131247,131247,uersicoloria,n,0,n-p---nn3i,uersicolor,uersicoloria
131256,131256,uersiloquus,a,0,aps---mn1-,uersiloqu uersiloqu uersiloqu,uersiloquus
131258,131258,uersutiae,n,0,n-p---fn1-,uersuti,uersutiae
131259,131259,uertagus,n,0,n-s---mn2-,uertag,uertagus
131263,131263,uertibula,n,0,n-s---fn1-,uertibul,uertibula
131268,131268,uerticulae,n,0,n-p---fn1-,uerticul,uerticulae
131275,131275,uertilago,n,0,n-s---fn3-,uertilagin,uertilago
131276,131276,uertilis,a,0,aps---cn3i,uertil uertil uertil,uertilis
131283,131283,ueruculum,n,0,n-s---nn2-,uerucul,ueruculum
131289,131289,ueruntamen,r,0,rp--------,,ueruntamen
131290,131290,uesaniens,a,0,aps---an3i,uesanient uesanient uesanient,uesaniens
131292,131292,uesco,v,0,v1spia--3-,,uesco
131301,131301,uesperatus,a,0,aps---mn1-,uesperat uesperat uesperat,uesperatus
131304,131304,uespertina,n,0,n-s---fn1-,uespertin,uespertina
131244,u0421,uerrucula,n,0,n-s---fn1-,uerrucul,uerrucula
131249,u0428,uersicolorus,a,0,aps---mn1-,uersicolor uersicolor uersicolor,uersicolorus
131250,u0430,uersidicus,n,0,n-s---mn2-,uersidic,uersidicus
131252,u0434,uersificus,a,0,aps---mn1-,uersific uersific uersific,uersificus
131253,u0434,uersificus,n,0,n-s---mn2-,uersific,uersificus
131254,u0435,uersiformis,a,0,aps---cn3i,uersiform uersiform uersiform,uersiformis
131255,u0436,uersilis,a,0,aps---cn3i,uersil uersil uersil,uersilis
131257,u0439,uersoria,n,0,n-s---fn1-,uersori,uersoria
131261,u0444,uertebrum,n,0,n-s---nn2-,uertebr,uertebrum
131262,u0448,uertibilis,a,0,aps---cn3i,uertibil uertibil uertibil,uertibilis
131264,u0449,uertibulum,n,0,n-s---nn2-,uertibul,uertibulum
131265,u0450,uerticalis,a,0,aps---cn3i,uertical uertical uertical,uerticalis
131266,u0451,uerticillus,n,0,n-s---mn2-,uerticill,uerticillus
131267,u0453,uerticula,n,0,n-s---fn1-,uerticul,uerticula
131269,u0453,uerticulum,n,0,n-s---nn2-,uerticul,uerticulum
131270,u0453,uerticulus,n,0,n-s---mn2-,uerticul,uerticulus
131273,u0455,uertiginosus,a,0,aps---mn1-,uertiginos uertiginos uertiginos,uertiginosus
131277,u0458,uertipedium,n,0,n-s---nn2-,uertipedi,uertipedium
131278,u0460,uertragus,n,0,n-s---mn2-,uertrag,uertragus
131279,u0460,uertraha,n,0,n-s---fn1-,uertrah,uertraha
131280,u0461,uertumnus,n,0,n-s---mn2-,uertumn,uertumnus
131281,u0465,ueruago,v,0,v1spia--3-,ueruag uerueg ueruact,ueruago
131282,u0375,ueruculatus,a,0,aps---mn1-,ueruculat ueruculat ueruculat,ueruculatus
131284,u0742,ueruecina,n,0,n-s---fn1-,ueruecin,ueruecina
131286,u0466,ueruella,n,0,n-s---fn1-,ueruell,ueruella
131287,u0468,ueruina,n,0,n-s---fn1-,ueruin,ueruina
131293,u0477,uesculus,a,0,aps---mn1-,uescul uescul uescul,uesculus
131294,u0480,uesicalis,a,0,aps---cn3i,uesical uesical uesical,uesicalis
131295,u0481,uesicaria,n,0,n-s---fn1-,uesicari,uesicaria
131296,u0481,uesicarius,a,0,aps---mn1-,uesicari uesicari uesicari,uesicarius
131297,u0482,uesico,v,0,v1spia--1-,uesic uesicau uesicat,uesico
131298,u0484,uesiculosus,a,0,aps---mn1-,uesiculos uesiculos uesiculos,uesiculosus
131299,u1039,uespa,n,0,n-s---fn1-,uesp,uespa
131300,u0488,uesperalis,a,0,aps---cn3i,uesperal uesperal uesperal,uesperalis
131302,u0490,uesperna,n,0,n-s---fn1-,uespern,uesperna
131239,u0411,uero,n,0,n-s---mn3-,ueron,uero
107726,107726,dipsychia,n,0,n-s---fn1-,dipsychi,dipsychia
131306,131306,uespertino,r,0,rp--------,,uespertino
131310,131310,uessica,n,0,n-s---fn1-,uessic,uessica
131322,131322,uestimentarius,a,0,aps---mn1-,uestimentari uestimentari uestimentari,uestimentarius
131326,131326,uestispex,n,0,n-s---mn3-,uestispic,uestispex
131336,131336,ueterarius,n,0,n-s---mn2-,ueterari,ueterarius
131339,131339,ueteratus,a,0,aps---mn1-,ueterat ueterat ueterat,ueteratus
131341,131341,ueteres,n,0,n-s---mn3-,ueter,ueteres
131343,131343,ueterina,n,0,n-p---nn2-,ueterin,ueterina
131350,131350,uetitus,a,0,aps---mn1-,uetit uetit uetit,uetitus
131351,131351,uetonica,n,0,n-s---fn1-,uetonic,uetonica
131355,131355,uetustisco,v,0,v1spia--3-,,uetustisco
131358,131358,uexabiliter,r,0,rp--------,,uexabiliter
131359,131359,uexata,n,0,n-p---nn2-,uexat,uexata
131362,131362,uexatus,a,0,aps---mn1-,uexat uexat uexat,uexatus
131363,131363,uexillarii,n,0,n-p---mn2-,uexillari,uexillarii
131368,131368,uians,a,0,aps---an3i,uiant uiant uiant,uians
131337,u0526,ueterasco,v,0,v1spia--3-,ueterasc ueterau -,ueterasco
131333,131333,ueter,a,0,aps---an3-,ueter ueter ueter,ueter
131309,u0495,uespula,n,0,n-s---fn1-,uespul,uespula
131312,u0501,uesticula,n,0,n-s---fn1-,uesticul,uesticula
131313,u0502,uestifex,n,0,n-s---mn3-,uestific,uestifex
131314,u0502,uestifica,n,0,n-s---fn1-,uestific,uestifica
131315,u0504,uestificina,n,0,n-s---fn1-,uestificin,uestificina
131316,u0505,uestificium,n,0,n-s---nn2-,uestifici,uestificium
131317,u0502,uestificus,n,0,n-s---mn2-,uestific,uestificus
131318,u0506,uestifluus,a,0,aps---mn1-,uestiflu uestiflu uestiflu,uestifluus
131320,u0507,uestigatio,n,0,n-s---fn3-,uestigation,uestigatio
131323,u0513,uestiplex,n,0,n-s---mn3-,uestiplic,uestiplex
131325,u0513,uestiplicus,n,0,n-s---mn2-,uestiplic,uestiplicus
131327,u0793,uestispicus,n,0,n-s---mn2-,uestispic,uestispicus
131328,u0517,uestitor,n,0,n-s---mn3-,uestitor,uestitor
131329,u0521,uestitura,n,0,n-s---fn1-,uestitur,uestitura
131330,u0518,uestras,n,0,n-s---cn3-,uestrat,uestras
131331,u0520,uestratim,r,0,rp--------,,uestratim
131332,u0522,uetatiuus,a,0,aps---mn1-,uetatiu uetatiu uetatiu,uetatiuus
131335,u0525,ueterarius,a,0,aps---mn1-,ueterari ueterari ueterari,ueterarius
131338,u0529,ueteratrix,n,0,n-s---fn3-,ueteratric,ueteratrix
131342,u0531,ueteretum,n,0,n-s---nn2-,ueteret,ueteretum
131344,u0533,ueterinae,n,0,n-p---fn1-,ueterin,ueterinae
131345,u0532,ueterinarium,n,0,n-s---nn2-,ueterinari,ueterinarium
131347,u0534,ueternositas,n,0,n-s---fn3-,ueternositat,ueternositas
131348,u0536,ueternus,a,0,aps---mn1-,uetern uetern uetern,ueternus
131349,u0538,ueterulus,a,0,aps---mn1-,ueterul ueterul ueterul,ueterulus
131352,u0884,uettonica,n,0,n-s---fn1-,uettonic,uettonica
131354,u0545,uetustesco,v,0,v1spia--3-,,uetustesco
131357,u0547,uexabilis,a,0,aps---cn3i,uexabil uexabil uexabil,uexabilis
131360,u0550,uexatiuus,a,0,aps---mn1-,uexatiu uexatiu uexatiu,uexatiuus
131361,u0552,uexatrix,n,0,n-s---fn3-,uexatric,uexatrix
131364,u0555,uexillifer,a,0,aps---mn1r,uexillifer uexillifer uexillifer,uexillifer
131365,u0559,uiabilis,a,0,aps---cn3i,uiabil uiabil uiabil,uiabilis
131366,u0560,uiabundus,a,0,aps---mn1-,uiabund uiabund uiabund,uiabundus
131367,u0561,uialis,a,0,aps---cn3i,uial uial uial,uialis
38096,i1635,infractio,n,0,n-s---fn3-,infraction,infractio
107730,107730,diptycha,n,0,n-p---nn2-,diptych,diptycha
131369,131369,uiantes,n,0,n-p---mn3i,uiant,uiantes
131371,131371,uiasius,n,0,n-s---mn2-,uiasi,uiasius
131374,131374,uiatim,r,0,rp--------,,uiatim
131377,131377,uibix,n,0,n-s---fn3-,uibic,uibix
131379,131379,Uibones,n,0,n-p---mn3-,Uibon,Uibones
131384,131384,uibratus,a,0,aps---mn1-,uibrat uibrat uibrat,uibratus
131389,131389,uicaneus,a,0,aps---mn1-,uicane uicane uicane,uicaneus
131394,131394,uicariotas,n,0,n-s---fn3-,uicariotat,uicariotas
131395,131395,uicem,r,0,rp--------,,uicem
131398,131398,uicenarius,n,0,n-s---mn2-,uicenari,uicenarius
131399,131399,uicennalia,n,0,n-p---nn3i,uicennal,uicennalia
131403,131403,uicensuma,n,0,n-s---fn1-,uicensum,uicensuma
131404,131404,uicepraefectus,n,0,n-s---mn2-,uicepraefect,uicepraefectus
131405,131405,uicequaestor,n,0,n-s---mn3-,uicequaestor,uicequaestor
131406,131406,uicequaestura,n,0,n-s---fn1-,uicequaestur,uicequaestura
131412,131412,uicibus,r,0,rp--------,,uicibus
131414,131414,uicine,r,0,rp--------,,uicine
131419,131419,uictimarius,a,0,aps---mn1-,uictimari uictimari uictimari,uictimarius
131422,131422,uictorialis,n,0,n-s---fn3i,uictorial,uictorialis
131427,131427,uictumarius,n,0,n-s---mn2-,uictumari,uictumarius
131428,131428,uicturus,a,0,aps---mn1-,uictur uictur uictur,uicturus
131429,131429,uictus,a,0,aps---mn1-,uict uict uict,uictus
131430,131430,uidens,n,0,n-s---mn3i,uident,uidens
131433,131433,uiduatus,a,0,aps---mn1-,uiduat uiduat uiduat,uiduatus
131434,131434,uiduus,n,0,n-s---mn2-,uidu,uiduus
131378,131378,Uibo,n,1,n-s---mn3-,Uibon,Uibo
131373,u0564,uiaticulum,n,0,n-s---nn2-,uiaticul,uiaticulum
131375,u0568,uiatrix,n,0,n-s---fn3-,uiatric,uiatrix
131376,u0570,uibia,n,0,n-s---fn1-,uibi,uibia
131382,u0575,uibracae,n,0,n-p---fn1-,uibrac,uibracae
131383,u9577,uibratio,n,0,n-s---fn3-,uibration,uibratio
131385,u9229,uibratus,n,0,n-s---mn4-,uibrat,uibratus
131386,u0575,uibrissae,n,0,n-p---fn1-,uibriss,uibrissae
131387,u9573,uibrisso,v,0,v1spia--1-,uibriss uibrissau uibrissa,uibrisso
131388,u9575,uiburna,n,0,n-s---fn1-,uiburn,uiburna
131390,u9576,uicani,n,0,n-p---mn2-,uican,uicani
131391,u0577,uicaperuica,n,0,n-s---fn1-,uicaperuic,uicaperuica
131393,u0579,uicarietas,n,0,n-s---fn3-,uicarietat,uicarietas
131397,u0583,uicenarius,a,0,aps---mn1-,uicenari uicenari uicenari,uicenarius
131400,u0585,uicennalis,a,0,aps---cn3i,uicennal uicennal uicennal,uicennalis
131401,u0586,uicennis,a,0,aps---cn3i,uicenn uicenn uicenn,uicennis
131402,u0586,uicennium,n,0,n-s---nn2-,uicenni,uicennium
131407,u0710,uicesimarius,n,0,n-s---mn2-,uicesimari,uicesimarius
131408,u0590,uicesimatio,n,0,n-s---fn3-,uicesimation,uicesimatio
131409,u0592,uicessis,n,0,n-s---mn3i,uicess,uicessis
131410,u0594,uicialia,n,0,n-p---nn3i,uicial,uicialia
131413,u0598,uicinarius,a,0,aps---mn1-,uicinari uicinari uicinari,uicinarius
